tm_index,cold_target,cold_solve_time,cold_iterations,minhop_target,minhop_solve_time,minhop_iterations,loadbalance_target,loadbalance_solve_time,loadbalance_iterations,greedyqos_target,greedyqos_solve_time,greedyqos_iterations,minhop_improvement_pct,loadbalance_improvement_pct,greedyqos_improvement_pct
41,37350.625000,0.0628,3.0,37350.625000,0.0723,3.0,37350.625000,0.0733,3.0,37350.625000,0.0743,3.0,-15.26,-16.75,-18.41
42,10979.886029,0.0618,3.0,10979.886029,0.0744,3.0,10979.886029,0.1296,3.0,10979.886029,0.0819,3.0,-20.40,-109.81,-32.57
43,16527.426471,0.0720,3.0,16527.426471,0.0684,3.0,16527.426471,0.0731,3.0,16527.426471,0.0773,3.0,5.06,-1.52,-7.34
44,11133.485294,0.0697,2.0,11133.485294,0.0705,2.0,11133.485294,0.0698,2.0,11133.485294,0.0700,2.0,-1.13,-0.17,-0.46
45,26134.610294,0.0747,3.0,26134.610294,0.0833,3.0,26134.610294,0.0777,3.0,26134.610294,0.0820,3.0,-11.58,-4.08,-9.76
46,2781.264706,0.0693,2.0,2781.264706,0.0754,2.0,2781.264706,0.0827,2.0,2781.264706,0.0927,2.0,-8.82,-19.44,-33.83
47,13743.779412,0.0676,3.0,13743.779412,0.0757,3.0,13743.779412,0.0799,3.0,13743.779412,0.0688,3.0,-11.92,-18.16,-1.66
48,11439.459559,0.0621,3.0,11439.459559,0.0758,3.0,11439.459559,0.0762,3.0,11439.459559,0.0677,3.0,-21.90,-22.69,-9.02
49,10107.022059,0.0655,2.0,10107.022059,0.0912,2.0,10107.022059,0.1209,2.0,10107.022059,0.0719,2.0,-39.22,-84.38,-9.76
50,12348.639706,0.0677,3.0,12348.639706,0.0735,3.0,12348.639706,0.0797,3.0,12348.639706,0.0706,3.0,-8.63,-17.79,-4.41
51,18981.544118,0.0855,2.0,18981.544118,0.0694,2.0,18981.544118,0.0805,2.0,18981.544118,0.0899,2.0,18.82,5.85,-5.07
52,3710.863971,0.0677,1.0,3710.863971,0.0741,1.0,3710.863971,0.0765,1.0,3710.863971,0.0711,1.0,-9.50,-13.05,-4.94
53,26326.227941,0.0699,3.0,26326.227941,0.0894,3.0,26326.227941,0.0751,3.0,26326.227941,0.0814,3.0,-27.81,-7.42,-16.45
54,5933.566176,0.0715,1.0,5933.566176,0.0866,1.0,5933.566176,0.0822,1.0,5933.566176,0.0890,1.0,-21.08,-14.96,-24.40
55,39537.312500,0.0713,2.0,39537.312500,0.0763,2.0,39537.312500,0.0751,2.0,39537.312500,0.0763,2.0,-7.02,-5.31,-6.92
56,15540.316176,0.0683,2.0,15540.316176,0.0717,2.0,15540.316176,0.0888,2.0,15540.316176,0.0809,2.0,-4.91,-30.03,-18.36
57,32192.220588,0.0635,1.0,32192.220588,0.0856,1.0,32192.220588,0.0696,1.0,32192.220588,0.0680,1.0,-34.88,-9.68,-7.20
58,12157.397059,0.0783,2.0,12157.397059,0.0705,2.0,12157.397059,0.0694,2.0,12157.397059,0.0756,2.0,9.92,11.38,3.41
59,14594.437500,0.0660,3.0,14594.437500,0.0776,3.0,14594.437500,0.0733,3.0,14594.437500,0.0809,3.0,-17.70,-11.15,-22.63
60,11915.198529,0.0746,2.0,11915.198529,0.0731,2.0,11915.198529,0.0695,2.0,11915.198529,0.0718,2.0,2.05,6.84,3.74
61,12601.705882,0.0831,6.0,12601.705882,0.0767,6.0,12601.705882,0.0728,6.0,12601.705882,0.0724,6.0,7.68,12.38,12.87
62,37375.099265,0.0700,6.0,37375.099265,0.0674,6.0,37375.099265,0.0678,6.0,37375.099265,0.0785,6.0,3.65,3.06,-12.13
63,11915.025735,0.0647,3.0,11915.025735,0.0786,3.0,11915.025735,0.0687,3.0,11915.025735,0.0725,3.0,-21.56,-6.27,-12.18
64,13335.496324,0.0688,3.0,13335.496324,0.0659,3.0,13335.496324,0.0640,3.0,13335.496324,0.0726,3.0,4.21,7.06,-5.46
65,12613.716912,0.0821,4.0,12613.716912,0.0708,4.0,12613.716912,0.0861,4.0,12613.716912,0.0800,4.0,13.79,-4.94,2.56
66,16894.889706,0.0724,4.0,16894.889706,0.0683,4.0,16894.889706,0.0692,10.0,16894.889706,0.0751,4.0,5.72,4.50,-3.66
67,25794.875000,0.0636,3.0,25794.875000,0.0699,3.0,25794.875000,0.0646,3.0,25794.875000,0.0754,3.0,-9.99,-1.62,-18.64
68,28117.886029,0.0854,7.0,28117.886029,0.0986,7.0,28117.886029,0.0682,7.0,28117.886029,0.0972,7.0,-15.43,20.20,-13.75
69,10757.459559,0.0705,3.0,10757.459559,0.0859,3.0,10757.459559,0.0716,3.0,10757.459559,0.0751,3.0,-21.98,-1.56,-6.53
70,15876.801471,0.0626,4.0,15876.801471,0.0764,4.0,15876.801471,0.0709,4.0,15876.801471,0.0765,4.0,-22.01,-13.29,-22.25
71,17697.680147,0.0692,1.0,17697.680147,0.0792,1.0,17697.680147,0.0651,1.0,17697.680147,0.0746,1.0,-14.40,6.01,-7.73
72,27050.636029,0.0656,6.0,27050.636029,0.0768,6.0,27050.636029,0.0727,6.0,27050.636029,0.0824,6.0,-17.16,-10.89,-25.75
73,21004.779412,0.0765,2.0,21004.779412,0.0707,2.0,21004.779412,0.0877,2.0,21004.779412,0.0765,2.0,7.58,-14.55,-0.01
74,34774.062500,0.0749,3.0,34774.062500,0.0858,3.0,34774.062500,0.0768,3.0,34774.062500,0.0700,3.0,-14.61,-2.53,6.59
75,19785.661765,0.0684,3.0,19785.661765,0.0922,3.0,19785.661765,0.0783,3.0,19785.661765,0.0847,3.0,-34.68,-14.35,-23.78
76,16612.213235,0.0657,3.0,16612.213235,0.0802,3.0,16612.213235,0.0657,3.0,16612.213235,0.0799,3.0,-22.08,-0.13,-21.66
77,14685.764706,0.0850,3.0,14685.764706,0.0649,3.0,14685.764706,0.0875,3.0,14685.764706,0.0729,3.0,23.71,-2.91,14.30
78,12022.231618,0.0680,3.0,12022.231618,0.0924,3.0,12022.231618,0.0859,3.0,12022.231618,0.0693,3.0,-35.89,-26.26,-1.90
79,13449.533088,0.0676,4.0,13449.533088,0.0924,4.0,13449.533088,0.0830,4.0,13449.533088,0.0759,4.0,-36.65,-22.74,-12.23
80,12896.382353,0.0662,2.0,12896.382353,0.0729,2.0,12896.382353,0.0808,2.0,12896.382353,0.0662,2.0,-10.09,-22.05,-0.05
81,14057.279412,0.0703,2.0,14057.279412,0.0667,2.0,14057.279412,0.0836,2.0,14057.279412,0.0714,2.0,5.08,-18.95,-1.58
82,31212.518382,0.0718,5.0,31212.518382,0.0716,5.0,31212.518382,0.0767,5.0,31212.518382,0.0698,5.0,0.25,-6.80,2.87
83,18758.433824,0.0658,6.0,18758.433824,0.0676,6.0,18758.433824,0.0794,6.0,18758.433824,0.0672,6.0,-2.71,-20.64,-2.08
84,17144.371324,0.0701,3.0,17144.371324,0.0728,3.0,17144.371324,0.0936,3.0,17144.371324,0.0687,3.0,-3.75,-33.43,2.04
85,13444.073529,0.0678,2.0,13444.073529,0.0671,2.0,13444.073529,0.0704,2.0,13444.073529,0.0678,2.0,1.11,-3.76,-0.03
86,11813.694853,0.0649,3.0,11813.694853,0.0693,3.0,11813.694853,0.0807,3.0,11813.694853,0.0681,3.0,-6.71,-24.21,-4.93
87,9675.919118,0.0709,3.0,9675.919118,0.0717,3.0,9675.919118,0.0849,3.0,9675.919118,0.0714,3.0,-1.11,-19.79,-0.78
88,10899.540441,0.0662,2.0,10899.540441,0.0704,2.0,10899.540441,0.0772,2.0,10899.540441,0.0782,2.0,-6.24,-16.52,-18.07
89,18643.735294,0.0684,2.0,18643.735294,0.0843,2.0,18643.735294,0.0746,2.0,18643.735294,0.0717,2.0,-23.29,-9.10,-4.87
90,3862.397059,0.0785,4.0,3862.397059,0.0733,4.0,3862.397059,0.0794,4.0,3862.397059,0.0725,4.0,6.58,-1.08,7.70
91,2137.555147,0.0705,2.0,2137.555147,0.0771,2.0,2137.555147,0.0739,2.0,2137.555147,0.0760,2.0,-9.41,-4.87,-7.91
92,4459.110294,0.0675,4.0,4459.110294,0.0732,4.0,4459.110294,0.0682,4.0,4459.110294,0.0735,4.0,-8.42,-0.92,-8.83
93,9193.628676,0.0695,4.0,9193.628676,0.0878,4.0,9193.628676,0.0743,4.0,9193.628676,0.1383,4.0,-26.34,-7.03,-99.11
94,20015.290441,0.0679,2.0,20015.290441,0.0748,2.0,20015.290441,0.0813,2.0,20015.290441,0.1978,2.0,-10.24,-19.78,-191.37
95,4509.772059,0.0984,5.0,4509.772059,0.1063,5.0,4509.772059,0.0876,5.0,4509.772059,0.1766,5.0,-8.01,11.04,-79.45
96,3265.084559,0.0629,3.0,3265.084559,0.0712,3.0,3265.084559,0.0703,3.0,3265.084559,0.1364,3.0,-13.20,-11.87,-116.92
97,5962.169118,0.0670,5.0,5962.169118,0.0725,5.0,5962.169118,0.0954,5.0,5962.169118,0.1751,5.0,-8.20,-42.34,-161.24
98,15250.430147,0.0684,3.0,15250.430147,0.0722,3.0,15250.430147,0.0779,3.0,15250.430147,0.1474,3.0,-5.49,-13.87,-115.38
99,27924.591912,0.0643,6.0,27924.591912,0.0741,6.0,27924.591912,0.0737,6.0,27924.591912,0.1667,6.0,-15.28,-14.69,-159.31
100,2850.044118,0.0731,2.0,2850.044118,0.0785,2.0,2850.044118,0.0835,2.0,2850.044118,0.1925,1.0,-7.32,-14.15,-163.25
101,3049.632353,0.0789,3.0,3049.632353,0.0753,3.0,3049.632353,0.0798,3.0,3049.632353,0.1434,3.0,4.55,-1.13,-81.79
102,5726.312500,0.0689,3.0,5726.312500,0.0736,3.0,5726.312500,0.0729,3.0,5726.312500,0.1612,3.0,-6.77,-5.72,-133.85
103,16470.724265,0.0700,2.0,16470.724265,0.0755,2.0,16470.724265,0.0779,2.0,16470.724265,0.1725,2.0,-7.84,-11.27,-146.38
104,5239.647059,0.0657,3.0,5239.647059,0.0756,3.0,5239.647059,0.0818,3.0,5239.647059,0.0845,51.0,-15.14,-24.64,-28.64
105,15971.713235,0.0657,3.0,15971.713235,0.0871,3.0,15971.713235,0.0845,3.0,15971.713235,0.0824,3.0,-32.46,-28.57,-25.35
106,3166.136029,0.0691,12.0,3166.136029,0.0705,12.0,3166.136029,0.0713,12.0,3166.136029,0.0779,12.0,-2.08,-3.18,-12.76
107,14560.213235,0.0689,4.0,14560.213235,0.0727,2.0,14560.213235,0.0766,4.0,14560.213235,0.1509,4.0,-5.62,-11.26,-119.05
108,26548.860294,0.0663,6.0,26548.860294,0.0698,6.0,26548.860294,0.0714,6.0,26548.860294,0.1527,6.0,-5.36,-7.73,-130.43
109,12550.724265,0.0770,3.0,12550.724265,0.0801,3.0,12550.724265,0.0726,3.0,12550.724265,0.1526,3.0,-4.00,5.77,-98.08
110,3085.363971,0.0654,3.0,3085.363971,0.0713,3.0,3085.363971,0.0715,3.0,3085.363971,0.1504,3.0,-9.01,-9.38,-130.06
111,9254.672794,0.0707,3.0,9254.672794,0.0733,3.0,9254.672794,0.0772,3.0,9254.672794,0.1471,3.0,-3.75,-9.30,-108.20
112,7578.264706,0.0689,3.0,7578.264706,0.0714,3.0,7578.264706,0.0730,3.0,7578.264706,0.1523,3.0,-3.65,-5.92,-120.95
113,24179.286765,0.0610,2.0,24179.286765,0.0849,2.0,24179.286765,0.0699,2.0,24179.286765,0.1794,2.0,-39.11,-14.53,-193.92
114,10719.165441,0.0767,5.0,10719.165441,0.0921,5.0,10719.165441,0.0748,5.0,10719.165441,0.1416,5.0,-20.16,2.50,-84.66
115,9511.452206,0.0646,3.0,9511.452206,0.0754,3.0,9511.452206,0.0786,3.0,9511.452206,0.1417,3.0,-16.86,-21.69,-119.55
116,4912.511029,0.0640,3.0,4912.511029,0.0804,3.0,4912.511029,0.0877,3.0,4912.511029,0.1312,3.0,-25.75,-37.15,-105.11
117,1634.577206,0.0644,5.0,1634.577206,0.0898,5.0,1634.577206,0.0787,5.0,1634.577206,0.1647,5.0,-39.46,-22.15,-155.65
118,16022.761029,0.0676,2.0,16022.761029,0.0735,2.0,16022.761029,0.0750,2.0,16022.761029,0.1622,2.0,-8.67,-10.90,-139.77
119,1844.718137,0.0678,37.0,1844.718137,0.0762,37.0,1844.718137,0.0760,37.0,1844.718137,0.2034,37.0,-12.27,-12.02,-199.82
120,1647.694853,0.0688,5.0,1647.694853,0.0781,5.0,1647.694853,0.1050,5.0,1647.694853,0.2161,5.0,-13.63,-52.76,-214.31
121,18915.202206,0.0689,2.0,18915.202206,0.0778,2.0,18915.202206,0.0779,2.0,18915.202206,0.1397,2.0,-12.97,-13.13,-102.79
122,11197.205882,0.0642,1.0,11197.205882,0.0772,1.0,11197.205882,0.0732,1.0,11197.205882,0.1883,1.0,-20.24,-13.91,-193.08
123,19271.573529,0.0735,3.0,19271.573529,0.0925,3.0,19271.573529,0.0805,3.0,19271.573529,0.1725,3.0,-25.80,-9.39,-134.61
124,16663.691176,0.0615,2.0,16663.691176,0.0968,2.0,16663.691176,0.0729,2.0,16663.691176,0.1436,2.0,-57.45,-18.48,-133.46
125,27547.007353,0.0662,6.0,27547.007353,0.0828,6.0,27547.007353,0.0701,6.0,27547.007353,0.1586,6.0,-25.01,-5.88,-139.54
126,6363.830882,0.0678,2.0,6363.830882,0.0802,2.0,6363.830882,0.0902,2.0,6363.830882,0.1843,2.0,-18.36,-33.03,-171.95
127,1279.628676,0.0721,4.0,1279.628676,0.0974,4.0,1279.628676,0.0752,4.0,1279.628676,0.2134,4.0,-35.03,-4.33,-195.88
128,10421.492647,0.0654,4.0,10421.492647,0.0741,4.0,10421.492647,0.0778,4.0,10421.492647,0.1787,4.0,-13.18,-18.84,-173.01
129,8490.599265,0.0729,6.0,8490.599265,0.0809,6.0,8490.599265,0.0739,6.0,8490.599265,0.1498,6.0,-11.01,-1.39,-105.45
130,28756.356618,0.0663,2.0,28756.356618,0.0723,2.0,28756.356618,0.0731,2.0,28756.356618,0.1511,2.0,-9.07,-10.26,-127.93
131,10011.625000,0.0709,4.0,10011.625000,0.0851,4.0,10011.625000,0.0722,4.0,10011.625000,0.1584,4.0,-19.99,-1.82,-123.38
132,26790.698529,0.0744,4.0,26790.698529,0.0761,4.0,26790.698529,0.0885,4.0,26790.698529,0.1448,4.0,-2.30,-18.99,-94.66
133,4051.599265,0.0682,5.0,4051.599265,0.0788,5.0,4051.599265,0.0841,5.0,4051.599265,0.2585,66.0,-15.65,-23.42,-279.22
134,24339.577206,0.0668,3.0,24339.577206,0.0929,3.0,24339.577206,0.0738,3.0,24339.577206,0.1544,3.0,-39.10,-10.44,-131.24
135,16479.823529,0.0686,3.0,16479.823529,0.0861,3.0,16479.823529,0.0729,3.0,16479.823529,0.1672,3.0,-25.62,-6.35,-143.89
136,24498.183824,0.0634,1.0,24498.183824,0.0788,1.0,24498.183824,0.0787,1.0,24498.183824,0.1484,1.0,-24.43,-24.15,-134.27
137,22217.066176,0.0642,3.0,22217.066176,0.0815,3.0,22217.066176,0.0741,3.0,22217.066176,0.1537,3.0,-26.90,-15.34,-139.26
138,23517.797794,0.0642,3.0,23517.797794,0.0729,3.0,23517.797794,0.0787,3.0,23517.797794,0.1516,3.0,-13.51,-22.54,-136.02
139,26082.599265,0.0695,4.0,26082.599265,0.0891,4.0,26082.599265,0.0769,4.0,26082.599265,0.1567,4.0,-28.10,-10.61,-125.46
140,37684.639706,0.0643,3.0,37684.639706,0.0931,3.0,37684.639706,0.0718,3.0,37684.639706,0.1604,3.0,-44.83,-11.77,-149.63
141,31060.904412,0.0675,3.0,31060.904412,0.0742,3.0,31060.904412,0.0751,3.0,31060.904412,0.1648,3.0,-9.94,-11.31,-144.22
142,14604.507353,0.0697,2.0,14604.507353,0.0823,2.0,14604.507353,0.0768,2.0,14604.507353,0.1632,2.0,-18.19,-10.20,-134.21
143,10922.466912,0.0928,4.0,10922.466912,0.0825,4.0,10922.466912,0.0690,4.0,10922.466912,0.1429,4.0,11.11,25.66,-53.89
144,20637.772059,0.0607,3.0,20637.772059,0.0866,3.0,20637.772059,0.0739,1.0,20637.772059,0.1439,3.0,-42.64,-21.75,-136.99
145,33057.062500,0.0627,6.0,33057.062500,0.0682,6.0,33057.062500,0.0687,6.0,33057.062500,0.1829,6.0,-8.87,-9.64,-191.80
146,15281.985294,0.0703,2.0,15281.985294,0.0842,2.0,15281.985294,0.0751,2.0,15281.985294,0.1925,2.0,-19.79,-6.79,-173.74
147,6839.279412,0.0664,3.0,6839.279412,0.0846,3.0,6839.279412,0.0908,3.0,6839.279412,0.1755,2.0,-27.35,-36.82,-164.29
148,8746.588235,0.0682,4.0,8746.588235,0.0726,4.0,8746.588235,0.0746,4.0,8746.588235,0.1457,4.0,-6.46,-9.45,-113.69
149,4264.665441,0.0824,3.0,4264.665441,0.0774,3.0,4264.665441,0.0740,3.0,4264.665441,0.1915,3.0,6.01,10.11,-132.51
150,19881.301471,0.0727,2.0,19881.301471,0.0731,2.0,19881.301471,0.0894,2.0,19881.301471,0.1669,2.0,-0.52,-23.03,-129.67
151,4603.889706,0.0621,3.0,4603.889706,0.0739,3.0,4603.889706,0.0715,3.0,4603.889706,0.2021,3.0,-18.96,-15.11,-225.56
152,31864.290441,0.0709,6.0,31864.290441,0.0715,6.0,31864.290441,0.0676,6.0,31864.290441,0.1822,6.0,-0.90,4.68,-157.14
153,20209.382353,0.0642,4.0,20209.382353,0.0744,4.0,20209.382353,0.0703,4.0,20209.382353,0.1539,4.0,-15.86,-9.53,-139.73
154,36430.746324,0.0646,6.0,36430.746324,0.0776,6.0,36430.746324,0.0732,6.0,36430.746324,0.1608,6.0,-20.25,-13.42,-149.11
155,1346.283088,0.0830,5.0,1346.283088,0.0697,5.0,1346.283088,0.0730,5.0,1346.283088,0.1528,5.0,16.03,11.99,-84.05
156,26390.378676,0.0593,2.0,26390.378676,0.0732,2.0,26390.378676,0.0691,2.0,26390.378676,0.1587,2.0,-23.48,-16.48,-167.68
157,2397.047794,0.0671,3.0,2397.047794,0.0774,3.0,2397.047794,0.0868,3.0,2397.047794,0.1538,3.0,-15.34,-29.49,-129.36
158,35849.301471,0.0668,6.0,35849.301471,0.0707,6.0,35849.301471,0.0751,6.0,35849.301471,0.1493,6.0,-5.80,-12.43,-123.50
159,72704.540441,0.0728,2.0,72704.540441,0.0728,2.0,72704.540441,0.0713,2.0,72704.540441,0.1830,2.0,-0.10,2.03,-151.44
160,2620.069853,0.0670,34.0,2620.069853,0.0709,34.0,2620.069853,0.0697,34.0,2620.069853,0.1342,6.0,-5.79,-3.97,-100.34
161,8027.205882,0.0774,5.0,8027.205882,0.0740,5.0,8027.205882,0.0905,5.0,8027.205882,0.1788,5.0,4.37,-17.00,-131.04
162,23018.073529,0.0675,2.0,23018.073529,0.0726,2.0,23018.073529,0.0800,2.0,23018.073529,0.1657,2.0,-7.57,-18.50,-145.37
163,5547.033088,0.0732,10.0,5547.033088,0.0730,10.0,5547.033088,0.0733,10.0,5547.033088,0.1631,10.0,0.23,-0.12,-122.79
164,21751.882353,0.0632,2.0,21751.882353,0.0753,2.0,21751.882353,0.0699,2.0,21751.882353,0.1729,2.0,-19.14,-10.66,-173.49
165,5770.970588,0.0675,5.0,5770.970588,0.0707,5.0,5770.970588,0.0742,5.0,5770.970588,0.1455,5.0,-4.79,-10.06,-115.66
166,14266.113971,0.0642,2.0,14266.113971,0.0726,2.0,14266.113971,0.0697,2.0,14266.113971,0.1683,2.0,-13.15,-8.59,-162.14
167,6270.886029,0.0711,3.0,6270.886029,0.0775,3.0,6270.886029,0.0723,3.0,6270.886029,0.1725,3.0,-9.11,-1.72,-142.77
168,24730.437500,0.0645,1.0,24730.437500,0.0871,1.0,24730.437500,0.0722,1.0,24730.437500,0.1867,2.0,-35.10,-12.07,-189.57
169,10476.272059,0.0661,3.0,10476.272059,0.0729,3.0,10476.272059,0.0702,3.0,10476.272059,0.1872,3.0,-10.28,-6.17,-183.03
170,66430.411765,0.0667,5.0,66430.411765,0.0760,5.0,66430.411765,0.0702,5.0,66430.411765,0.1527,5.0,-13.84,-5.25,-128.76
171,4986.080882,0.0694,2.0,4986.080882,0.0756,2.0,4986.080882,0.0726,2.0,4986.080882,0.1394,2.0,-8.89,-4.62,-100.90
172,37378.816176,0.0658,2.0,37378.816176,0.0778,2.0,37378.816176,0.0710,2.0,37378.816176,0.1863,2.0,-18.29,-7.86,-183.13
173,15787.496324,0.0640,3.0,15787.496324,0.0710,3.0,15787.496324,0.0831,3.0,15787.496324,0.1369,3.0,-10.92,-29.79,-113.92
174,50167.621324,0.0661,2.0,50167.621324,0.0749,2.0,50167.621324,0.0776,2.0,50167.621324,0.1494,2.0,-13.41,-17.54,-126.12
175,38740.661765,0.0701,2.0,38740.661765,0.0721,2.0,38740.661765,0.0731,2.0,38740.661765,0.1430,2.0,-2.83,-4.30,-104.03
176,38235.404412,0.0782,4.0,38235.404412,0.0735,4.0,38235.404412,0.0754,4.0,38235.404412,0.1619,4.0,6.02,3.58,-106.93
177,4942.588235,0.0691,3.0,4942.588235,0.0798,3.0,4942.588235,0.0767,3.0,4942.588235,0.1584,1.0,-15.52,-10.98,-129.22
178,26956.966912,0.0668,2.0,26956.966912,0.0756,2.0,26956.966912,0.0674,2.0,26956.966912,0.1494,2.0,-13.16,-0.85,-123.74
