tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,27888.665441,0.0214,6.0,0,6.0,27888.665441,0.0224,6.0,0,6.0,-5.06,0.00
1,1237.841912,0.0187,28.0,0,28.0,1237.841912,0.0217,28.0,0,28.0,-16.42,0.00
2,2558.867647,0.0215,42.0,0,42.0,2558.867647,0.0250,42.0,0,42.0,-16.41,0.00
3,7725.716912,0.0201,33.0,0,33.0,7725.716912,0.0219,33.0,0,33.0,-8.93,0.00
4,34654.691176,0.0321,26.0,0,26.0,34654.691176,0.0209,26.0,0,26.0,34.76,0.00
5,4190.746324,0.0195,32.0,0,32.0,4190.746324,0.0226,32.0,0,32.0,-16.38,0.00
6,2336.433824,0.0197,52.0,0,52.0,2336.433824,0.0227,52.0,0,52.0,-15.25,0.00
7,49540.617647,0.0207,43.0,0,43.0,49540.617647,0.0231,43.0,0,43.0,-11.58,0.00
8,5636.264706,0.0199,32.0,0,32.0,5636.264706,0.0213,32.0,0,32.0,-7.48,0.00
9,48927.113971,0.0221,7.0,0,7.0,48927.113971,0.0239,7.0,0,7.0,-8.27,0.00
10,21863.345588,0.0202,41.0,0,41.0,21863.345588,0.0236,41.0,0,41.0,-16.31,0.00
11,11801.079044,0.0202,76.0,0,76.0,11801.079044,0.0229,76.0,0,76.0,-13.45,0.00
12,36100.014706,0.0209,6.0,0,6.0,36100.014706,0.0214,6.0,0,6.0,-2.50,0.00
13,50612.091912,0.0202,4.0,0,4.0,50612.091912,0.0231,4.0,0,4.0,-14.18,0.00
14,36870.952206,0.0208,25.0,0,25.0,36870.952206,0.0211,25.0,0,25.0,-1.24,0.00
15,37980.441176,0.0189,25.0,0,25.0,37980.441176,0.0209,25.0,0,25.0,-10.73,0.00
16,5761.507353,0.0191,19.0,0,19.0,5761.507353,0.0205,19.0,0,19.0,-7.46,0.00
17,57160.176471,0.0199,43.0,0,43.0,57160.176471,0.0216,43.0,0,43.0,-8.58,0.00
18,4088.834559,0.0205,7.0,0,7.0,4088.834559,0.0194,7.0,0,7.0,5.58,0.00
19,40378.011029,0.0191,26.0,0,26.0,40378.011029,0.0233,26.0,0,26.0,-22.11,0.00
20,10598.191176,0.0196,74.0,0,74.0,10598.191176,0.0217,74.0,0,74.0,-10.95,0.00
21,31159.551471,0.0219,7.0,0,7.0,31159.551471,0.0227,7.0,0,7.0,-3.51,0.00
22,12462.902574,0.0211,74.0,0,74.0,12462.902574,0.0225,74.0,0,74.0,-6.75,0.00
23,33862.444853,0.0193,7.0,0,7.0,33862.444853,0.0225,7.0,0,7.0,-16.58,0.00
24,10612.579044,0.0275,71.0,0,71.0,10612.579044,0.0221,71.0,0,71.0,19.54,0.00
25,11622.724265,0.0211,37.0,0,37.0,11622.724265,0.0236,37.0,0,37.0,-11.99,0.00
26,1525.569853,0.0223,18.0,0,18.0,1525.569853,0.0212,18.0,0,18.0,5.15,0.00
27,11557.742647,0.0254,49.0,0,49.0,11557.742647,0.0247,49.0,0,49.0,2.56,0.00
28,9018.261029,0.0270,6.0,0,6.0,9018.261029,0.0208,6.0,0,6.0,22.92,0.00
29,28206.224265,0.0197,25.0,0,25.0,28206.224265,0.0215,25.0,0,25.0,-9.09,0.00
30,27999.272059,0.0189,7.0,0,7.0,27999.272059,0.0208,7.0,0,7.0,-10.30,0.00
31,36715.860294,0.0180,26.0,0,26.0,36715.860294,0.0206,26.0,0,26.0,-14.36,0.00
32,11614.654412,0.0203,47.0,0,47.0,11614.654412,0.0195,47.0,0,47.0,4.26,0.00
33,19606.819853,0.0208,40.0,0,40.0,19606.819853,0.0219,40.0,0,40.0,-5.34,0.00
