tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,8852.595588,0.0208,39.0,0,39.0,8852.595588,0.0209,39.0,0,39.0,-0.37,0.00
1,5364.158088,0.0203,47.0,0,47.0,5364.158088,0.0204,47.0,0,47.0,-0.55,0.00
2,10477.301471,0.0200,28.0,0,28.0,10477.301471,0.0195,28.0,0,28.0,2.45,0.00
3,40108.279412,0.0251,30.0,0,30.0,40108.279412,0.0306,30.0,0,30.0,-21.84,0.00
4,10713.750000,0.0184,27.0,0,27.0,10713.750000,0.0212,27.0,0,27.0,-15.06,0.00
5,5517.371324,0.0215,6.0,0,6.0,5517.371324,0.0207,6.0,0,6.0,3.67,0.00
6,5679.316176,0.0206,6.0,0,6.0,5679.316176,0.0208,6.0,0,6.0,-0.94,0.00
7,47583.400735,0.0221,39.0,0,39.0,47583.400735,0.0225,39.0,0,39.0,-1.91,0.00
8,1606.077206,0.0206,42.0,0,42.0,1606.077206,0.0221,42.0,0,42.0,-7.16,0.00
9,9584.496324,0.0217,64.0,0,64.0,9584.496324,0.0213,64.0,0,64.0,1.67,0.00
10,30801.709559,0.0260,41.0,0,41.0,30801.709559,0.0209,41.0,0,41.0,19.54,0.00
11,839.702206,0.0188,39.0,0,39.0,839.702206,0.0211,39.0,0,39.0,-12.62,0.00
12,32387.066176,0.0205,41.0,0,41.0,32387.066176,0.0209,41.0,0,41.0,-1.94,0.00
13,4199.279412,0.0208,18.0,0,18.0,4199.279412,0.0207,18.0,0,18.0,0.58,0.00
14,1662.408088,0.0195,30.0,0,30.0,1662.408088,0.0208,30.0,0,30.0,-6.78,0.00
15,31045.455882,0.0203,41.0,0,41.0,31045.455882,0.0213,41.0,0,41.0,-5.33,0.00
16,34055.830882,0.0188,41.0,0,41.0,34055.830882,0.0209,41.0,0,41.0,-11.25,0.00
17,1177.595588,0.0192,16.0,0,16.0,1177.595588,0.0217,16.0,0,16.0,-12.69,0.00
18,1181.691176,0.0244,42.0,0,42.0,1181.691176,0.0199,42.0,0,42.0,18.55,0.00
19,25006.606618,0.0185,22.0,0,22.0,25006.606618,0.0195,22.0,0,22.0,-5.43,0.00
20,1256.253676,0.0196,40.0,0,40.0,1256.253676,0.0217,40.0,0,40.0,-10.74,0.00
21,25284.386029,0.0194,32.0,0,32.0,25284.386029,0.0208,32.0,0,32.0,-7.18,0.00
22,66165.555147,0.0181,41.0,0,41.0,66165.555147,0.0229,41.0,0,41.0,-26.05,0.00
23,41844.602941,0.0212,7.0,0,7.0,41844.602941,0.0216,7.0,0,7.0,-1.97,0.00
24,22791.084559,0.0203,41.0,0,41.0,22791.084559,0.0210,41.0,0,41.0,-3.28,0.00
25,58373.775735,0.0197,41.0,0,41.0,58373.775735,0.0211,41.0,0,41.0,-7.06,0.00
26,11344.224265,0.0192,24.0,0,24.0,11344.224265,0.0223,24.0,0,24.0,-16.22,0.00
27,14236.363971,0.0189,7.0,0,7.0,14236.363971,0.0225,7.0,0,7.0,-18.95,0.00
28,8790.128676,0.0269,38.0,0,38.0,8790.128676,0.0204,38.0,0,38.0,24.24,0.00
29,4390.569853,0.0204,39.0,0,39.0,4390.569853,0.0213,39.0,0,39.0,-4.31,0.00
30,16654.113971,0.0211,21.0,0,21.0,16654.113971,0.0226,21.0,0,21.0,-6.70,0.00
31,7521.944853,0.0198,5.0,0,5.0,7521.944853,0.0228,5.0,0,5.0,-14.87,0.00
32,1464.580882,0.0197,14.0,0,14.0,1464.580882,0.0212,14.0,0,14.0,-7.22,0.00
33,54765.029412,0.0214,41.0,0,41.0,54765.029412,0.0222,41.0,0,41.0,-3.78,0.00
34,69208.312500,0.0223,41.0,0,41.0,69208.312500,0.0210,41.0,0,41.0,5.77,0.00
35,36581.283088,0.0212,7.0,0,7.0,36581.283088,0.0204,7.0,0,7.0,3.84,0.00
36,3660.841912,0.0188,29.0,0,29.0,3660.841912,0.0197,29.0,0,29.0,-4.76,0.00
37,19881.628676,0.0206,40.0,0,40.0,19881.628676,0.0217,40.0,0,40.0,-5.69,0.00
38,16378.511029,0.0204,35.0,0,35.0,16378.511029,0.0195,35.0,0,35.0,4.58,0.00
39,65812.680147,0.0208,41.0,0,41.0,65812.680147,0.0212,41.0,0,41.0,-1.78,0.00
40,7522.812500,0.0182,5.0,0,5.0,7522.812500,0.0219,5.0,0,5.0,-20.50,0.00
41,8319.875000,0.0200,41.0,0,41.0,8319.875000,0.0205,41.0,0,41.0,-2.99,0.00
42,53822.213235,0.0207,39.0,0,39.0,53822.213235,0.0224,39.0,0,39.0,-8.50,0.00
43,1138.172794,0.0198,14.0,0,14.0,1138.172794,0.0226,14.0,0,14.0,-14.20,0.00
44,57219.444853,0.0210,39.0,0,39.0,57219.444853,0.0203,39.0,0,39.0,3.37,0.00
