tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,8852.595588,0.0231,39.0,0,39.0,8852.595588,0.0225,39.0,0,39.0,2.51,0.00
1,5364.158088,0.0227,47.0,0,47.0,5364.158088,0.0223,47.0,0,47.0,1.53,0.00
2,10477.301471,0.0217,28.0,0,28.0,10477.301471,0.0236,28.0,0,28.0,-8.71,0.00
3,40108.279412,0.0235,30.0,0,30.0,40108.279412,0.0216,30.0,0,30.0,7.95,0.00
4,10713.750000,0.0236,27.0,0,27.0,10713.750000,0.0215,27.0,0,27.0,8.69,0.00
5,5517.371324,0.0239,6.0,0,6.0,5517.371324,0.0209,6.0,0,6.0,12.74,0.00
6,5679.316176,0.0207,6.0,0,6.0,5679.316176,0.0222,6.0,0,6.0,-6.97,0.00
7,47583.400735,0.0214,39.0,0,39.0,47583.400735,0.0275,39.0,0,39.0,-28.91,0.00
8,1606.077206,0.0191,42.0,0,42.0,1606.077206,0.0234,42.0,0,42.0,-22.74,0.00
9,9584.496324,0.0228,64.0,0,64.0,9584.496324,0.0241,64.0,0,64.0,-5.80,0.00
10,30801.709559,0.0336,41.0,0,41.0,30801.709559,0.0198,41.0,0,41.0,41.01,0.00
11,839.702206,0.0201,39.0,0,39.0,839.702206,0.0225,39.0,0,39.0,-12.03,0.00
12,32387.066176,0.0193,41.0,0,41.0,32387.066176,0.0234,41.0,0,41.0,-21.35,0.00
13,4199.279412,0.0225,18.0,0,18.0,4199.279412,0.0223,18.0,0,18.0,0.54,0.00
14,1662.408088,0.0182,30.0,0,30.0,1662.408088,0.0281,30.0,0,30.0,-54.28,0.00
15,31045.455882,0.0213,41.0,0,41.0,31045.455882,0.0261,41.0,0,41.0,-22.64,0.00
16,34055.830882,0.0218,41.0,0,41.0,34055.830882,0.0243,41.0,0,41.0,-11.19,0.00
17,1177.595588,0.0206,16.0,0,16.0,1177.595588,0.0248,16.0,0,16.0,-20.16,0.00
18,1181.691176,0.0192,42.0,0,42.0,1181.691176,0.0211,42.0,0,42.0,-9.91,0.00
19,25006.606618,0.0228,22.0,0,22.0,25006.606618,0.0216,22.0,0,22.0,5.16,0.00
20,1256.253676,0.0202,40.0,0,40.0,1256.253676,0.0209,40.0,0,40.0,-3.40,0.00
21,25284.386029,0.0208,32.0,0,32.0,25284.386029,0.0236,32.0,0,32.0,-13.50,0.00
22,66165.555147,0.0227,41.0,0,41.0,66165.555147,0.0213,41.0,0,41.0,6.27,0.00
23,41844.602941,0.0199,7.0,0,7.0,41844.602941,0.0214,7.0,0,7.0,-7.63,0.00
24,22791.084559,0.0235,41.0,0,41.0,22791.084559,0.0213,41.0,0,41.0,9.39,0.00
25,58373.775735,0.0202,41.0,0,41.0,58373.775735,0.0241,41.0,0,41.0,-18.85,0.00
26,11344.224265,0.0203,24.0,0,24.0,11344.224265,0.0227,24.0,0,24.0,-11.79,0.00
27,14236.363971,0.0190,7.0,0,7.0,14236.363971,0.0223,7.0,0,7.0,-17.35,0.00
28,8790.128676,0.0217,38.0,0,38.0,8790.128676,0.0268,38.0,0,38.0,-23.60,0.00
29,4390.569853,0.0196,39.0,0,39.0,4390.569853,0.0230,39.0,0,39.0,-17.29,0.00
30,16654.113971,0.0182,21.0,0,21.0,16654.113971,0.0225,21.0,0,21.0,-23.90,0.00
31,7521.944853,0.0194,5.0,0,5.0,7521.944853,0.0218,5.0,0,5.0,-12.40,0.00
32,1464.580882,0.0205,14.0,0,14.0,1464.580882,0.0204,14.0,0,14.0,0.51,0.00
33,54765.029412,0.0208,41.0,0,41.0,54765.029412,0.0230,41.0,0,41.0,-10.86,0.00
34,69208.312500,0.0222,41.0,0,41.0,69208.312500,0.0226,41.0,0,41.0,-1.84,0.00
35,36581.283088,0.0214,7.0,0,7.0,36581.283088,0.0228,7.0,0,7.0,-6.66,0.00
36,3660.841912,0.0193,29.0,0,29.0,3660.841912,0.0229,29.0,0,29.0,-18.86,0.00
37,19881.628676,0.0209,40.0,0,40.0,19881.628676,0.0221,40.0,0,40.0,-6.05,0.00
38,16378.511029,0.0195,35.0,0,35.0,16378.511029,0.0220,35.0,0,35.0,-12.81,0.00
39,65812.680147,0.0204,41.0,0,41.0,65812.680147,0.0210,41.0,0,41.0,-3.15,0.00
40,7522.812500,0.0202,5.0,0,5.0,7522.812500,0.0322,5.0,0,5.0,-59.42,0.00
41,8319.875000,0.0190,41.0,0,41.0,8319.875000,0.0213,41.0,0,41.0,-11.90,0.00
42,53822.213235,0.0201,39.0,0,39.0,53822.213235,0.0253,39.0,0,39.0,-25.64,0.00
43,1138.172794,0.0197,14.0,0,14.0,1138.172794,0.0231,14.0,0,14.0,-17.50,0.00
44,57219.444853,0.0234,39.0,0,39.0,57219.444853,0.0207,39.0,0,39.0,11.54,0.00
45,10967.628676,0.0186,16.0,0,16.0,10967.628676,0.0221,16.0,0,16.0,-18.79,0.00
46,9571.463235,0.0234,35.0,0,35.0,9571.463235,0.0212,35.0,0,35.0,9.64,0.00
47,11363.742647,0.0199,5.0,0,5.0,11363.742647,0.0211,5.0,0,5.0,-6.03,0.00
48,9845.253676,0.0180,35.0,0,35.0,9845.253676,0.0221,35.0,0,35.0,-22.70,0.00
49,7946.875000,0.0187,36.0,0,36.0,7946.875000,0.0242,36.0,0,36.0,-29.57,0.00
50,3317.345588,0.0197,6.0,0,6.0,3317.345588,0.0224,6.0,0,6.0,-13.73,0.00
51,7737.051471,0.0187,6.0,0,6.0,7737.051471,0.0208,6.0,0,6.0,-11.45,0.00
52,8793.694853,0.0212,36.0,0,36.0,8793.694853,0.0217,36.0,0,36.0,-2.32,0.00
53,44398.768382,0.0192,39.0,0,39.0,44398.768382,0.0305,39.0,0,39.0,-58.68,0.00
54,33937.470588,0.0206,40.0,0,40.0,33937.470588,0.0236,40.0,0,40.0,-14.19,0.00
55,31002.772059,0.0203,40.0,0,40.0,31002.772059,0.0219,40.0,0,40.0,-7.65,0.00
56,19413.845588,0.0212,40.0,0,40.0,19413.845588,0.0219,40.0,0,40.0,-3.14,0.00
57,36617.055147,0.0226,41.0,0,41.0,36617.055147,0.0207,41.0,0,41.0,8.35,0.00
58,29159.069853,0.0206,40.0,0,40.0,29159.069853,0.0220,40.0,0,40.0,-6.93,0.00
59,6348.224265,0.0199,16.0,0,16.0,6348.224265,0.0218,16.0,0,16.0,-9.36,0.00
60,9344.102941,0.0190,16.0,0,16.0,9344.102941,0.0218,16.0,0,16.0,-14.79,0.00
61,26179.356618,0.0208,8.0,0,8.0,26179.356618,0.0217,8.0,0,8.0,-4.67,0.00
62,912.268382,0.0199,16.0,0,16.0,912.268382,0.0262,16.0,0,16.0,-31.42,0.00
63,42629.419118,0.0193,40.0,0,40.0,42629.419118,0.0269,40.0,0,40.0,-39.71,0.00
64,32906.091912,0.0200,39.0,0,39.0,32906.091912,0.0289,39.0,0,39.0,-44.25,0.00
65,75454.772059,0.0203,41.0,0,41.0,75454.772059,0.0300,41.0,0,41.0,-47.62,0.00
66,15750.944853,0.0211,13.0,0,13.0,15750.944853,0.0228,13.0,0,13.0,-7.73,0.00
67,44717.363971,0.0225,40.0,0,40.0,44717.363971,0.0220,40.0,0,40.0,2.36,0.00
68,5922.117647,0.0208,14.0,0,14.0,5922.117647,0.0230,14.0,0,14.0,-10.70,0.00
69,1195.886029,0.0196,14.0,0,14.0,1195.886029,0.0225,14.0,0,14.0,-14.67,0.00
70,1089.533088,0.0201,43.0,0,43.0,1089.533088,0.0234,43.0,0,43.0,-16.74,0.00
71,66550.764706,0.0194,39.0,0,39.0,66550.764706,0.0221,39.0,0,39.0,-13.57,0.00
72,14037.665441,0.0211,39.0,0,39.0,14037.665441,0.0213,39.0,0,39.0,-0.60,0.00
73,72577.974265,0.0210,39.0,0,39.0,72577.974265,0.0229,39.0,0,39.0,-9.09,0.00
74,580.628676,0.0197,25.0,0,25.0,580.628676,0.0267,25.0,0,25.0,-35.97,0.00
75,26465.988971,0.0205,38.0,0,38.0,26465.988971,0.0230,38.0,0,38.0,-12.29,0.00
76,62177.882353,0.0202,7.0,0,7.0,62177.882353,0.0233,7.0,0,7.0,-15.31,0.00
77,52056.694853,0.0197,7.0,0,7.0,52056.694853,0.0214,7.0,0,7.0,-8.67,0.00
78,28858.224265,0.0234,40.0,0,40.0,28858.224265,0.0226,40.0,0,40.0,3.57,0.00
79,54193.110294,0.0231,24.0,0,24.0,54193.110294,0.0249,24.0,0,24.0,-7.67,0.00
80,1179.220588,0.0206,25.0,0,25.0,1179.220588,0.0288,25.0,0,25.0,-39.61,0.00
