tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,35306.180147,0.0231,29.0,0,29.0,35306.180147,0.0219,29.0,0,29.0,5.23,0.00
1,37958.187500,0.0217,28.0,0,28.0,37958.187500,0.0228,28.0,0,28.0,-5.08,0.00
2,32941.948529,0.0217,6.0,0,6.0,32941.948529,0.0227,6.0,0,6.0,-4.67,0.00
3,7743.356618,0.0214,18.0,0,18.0,7743.356618,0.0226,18.0,0,18.0,-5.52,0.00
4,36571.551471,0.0211,29.0,0,29.0,36571.551471,0.0214,29.0,0,29.0,-1.26,0.00
5,35260.279412,0.0225,28.0,0,28.0,35260.279412,0.0236,28.0,0,28.0,-4.87,0.00
6,6267.386029,0.0216,45.0,0,45.0,6267.386029,0.0226,45.0,0,45.0,-4.74,0.00
7,35599.955882,0.0229,29.0,0,29.0,35599.955882,0.0216,29.0,0,29.0,5.46,0.00
8,32216.930147,0.0228,7.0,0,7.0,32216.930147,0.0218,7.0,0,7.0,4.44,0.00
9,28741.169118,0.0210,7.0,0,7.0,28741.169118,0.0218,7.0,0,7.0,-4.08,0.00
10,5350.051471,0.0232,16.0,0,16.0,5350.051471,0.0214,16.0,0,16.0,8.03,0.00
11,34937.492647,0.0213,28.0,0,28.0,34937.492647,0.0211,28.0,0,28.0,0.72,0.00
12,2883.658088,0.0217,18.0,0,18.0,2883.658088,0.0221,18.0,0,18.0,-1.86,0.00
13,10318.621324,0.0237,39.0,0,39.0,10318.621324,0.0236,39.0,0,39.0,0.45,0.00
14,6112.058824,0.0216,38.0,0,38.0,6112.058824,0.0217,38.0,0,38.0,-0.87,0.00
15,10167.933824,0.0219,49.0,0,49.0,10167.933824,0.0218,49.0,0,49.0,0.68,0.00
16,4614.066176,0.0221,34.0,0,34.0,4614.066176,0.0243,34.0,0,34.0,-10.00,0.00
17,34576.422794,0.0221,7.0,0,7.0,34576.422794,0.0212,7.0,0,7.0,4.11,0.00
18,23022.533088,0.0197,25.0,0,25.0,23022.533088,0.0232,25.0,0,25.0,-17.83,0.00
19,38889.036765,0.0210,5.0,0,5.0,38889.036765,0.0221,5.0,0,5.0,-5.39,0.00
20,6769.110294,0.0205,45.0,0,45.0,6769.110294,0.0247,45.0,0,45.0,-20.60,0.00
21,30574.022059,0.0220,7.0,0,7.0,30574.022059,0.0207,7.0,0,7.0,5.61,0.00
22,37397.018382,0.0217,28.0,0,28.0,37397.018382,0.0225,28.0,0,28.0,-3.72,0.00
23,8150.639706,0.0213,36.0,0,36.0,8150.639706,0.0214,36.0,0,36.0,-0.39,0.00
24,140915.863971,0.0196,47.0,0,47.0,140915.863971,0.0231,47.0,0,47.0,-17.53,0.00
25,34442.272059,0.0225,31.0,0,31.0,34442.272059,0.0220,31.0,0,31.0,2.13,0.00
26,144827.761029,0.0227,29.0,0,29.0,144827.761029,0.0228,29.0,0,29.0,-0.20,0.00
27,8890.294118,0.0203,30.0,0,30.0,8890.294118,0.0257,30.0,0,30.0,-26.52,0.00
28,32944.948529,0.0189,6.0,0,6.0,32944.948529,0.0242,6.0,0,6.0,-28.15,0.00
29,41153.977941,0.0211,45.0,0,45.0,41153.977941,0.0205,45.0,0,45.0,3.00,0.00
30,34542.720588,0.0186,26.0,0,26.0,34542.720588,0.0288,26.0,0,26.0,-54.76,0.00
31,25206.352941,0.0219,6.0,0,6.0,25206.352941,0.0222,6.0,0,6.0,-1.34,0.00
32,34060.382353,0.0199,6.0,0,6.0,34060.382353,0.0223,6.0,0,6.0,-12.42,0.00
33,8563.279412,0.0206,38.0,0,38.0,8563.279412,0.0223,38.0,0,38.0,-8.25,0.00
34,45987.308824,0.0205,52.0,0,52.0,45987.308824,0.0218,52.0,0,52.0,-6.23,0.00
35,9523.481618,0.0220,36.0,0,36.0,9523.481618,0.0212,36.0,0,36.0,3.77,0.00
36,12114.452206,0.0200,6.0,0,6.0,12114.452206,0.0230,6.0,0,6.0,-14.81,0.00
37,4806.404412,0.0218,35.0,0,35.0,4806.404412,0.0233,35.0,0,35.0,-6.92,0.00
38,28204.845588,0.0218,48.0,0,48.0,28204.845588,0.0220,48.0,0,48.0,-0.91,0.00
39,12118.341912,0.0179,27.0,0,27.0,12118.341912,0.0216,27.0,0,27.0,-20.64,0.00
40,95241.444853,0.0203,36.0,0,36.0,95241.444853,0.0210,36.0,0,36.0,-3.48,0.00
41,24609.775735,0.0200,45.0,0,45.0,24609.775735,0.0224,45.0,0,45.0,-12.28,0.00
42,2644.297794,0.0203,32.0,0,32.0,2644.297794,0.0203,32.0,0,32.0,0.15,0.00
43,42057.672794,0.0206,24.0,0,24.0,42057.672794,0.0221,24.0,0,24.0,-7.30,0.00
44,41129.966912,0.0204,27.0,0,27.0,41129.966912,0.0214,27.0,0,27.0,-5.03,0.00
45,33919.591912,0.0211,29.0,0,29.0,33919.591912,0.0223,29.0,0,29.0,-5.61,0.00
46,31159.349265,0.0263,32.0,0,32.0,31159.349265,0.0224,32.0,0,32.0,14.68,0.00
47,2602.308824,0.0201,18.0,0,18.0,2602.308824,0.0202,18.0,0,18.0,-0.50,0.00
48,8466.106618,0.0211,45.0,0,45.0,8466.106618,0.0216,45.0,0,45.0,-2.17,0.00
49,40213.275735,0.0206,5.0,0,5.0,40213.275735,0.0203,5.0,0,5.0,1.09,0.00
50,63704.937500,0.0240,39.0,0,39.0,63704.937500,0.0222,39.0,0,39.0,7.28,0.00
51,31547.922794,0.0220,46.0,0,46.0,31547.922794,0.0226,46.0,0,46.0,-2.75,0.00
52,12551.371324,0.0206,43.0,0,43.0,12551.371324,0.0260,43.0,0,43.0,-26.06,0.00
53,36151.500000,0.0219,27.0,0,27.0,36151.500000,0.0210,27.0,0,27.0,4.28,0.00
54,37359.735294,0.0198,28.0,0,28.0,37359.735294,0.0218,28.0,0,28.0,-10.39,0.00
55,34469.422794,0.0208,6.0,0,6.0,34469.422794,0.0209,6.0,0,6.0,-0.28,0.00
56,10610.474265,0.0211,41.0,0,41.0,10610.474265,0.0226,41.0,0,41.0,-7.38,0.00
57,33613.676471,0.0209,27.0,0,27.0,33613.676471,0.0224,27.0,0,27.0,-7.22,0.00
58,36405.908088,0.0203,27.0,0,27.0,36405.908088,0.0231,27.0,0,27.0,-13.88,0.00
59,25811.775735,0.0203,44.0,0,44.0,25811.775735,0.0208,44.0,0,44.0,-2.62,0.00
60,36296.419118,0.0206,27.0,0,27.0,36296.419118,0.0222,27.0,0,27.0,-7.95,0.00
61,37097.136029,0.0223,50.0,0,50.0,37097.136029,0.0243,50.0,0,50.0,-8.97,0.00
62,34740.283088,0.0211,27.0,0,27.0,34740.283088,0.0233,27.0,0,27.0,-10.43,0.00
63,36500.768382,0.0205,3.0,0,3.0,36500.768382,0.0233,3.0,0,3.0,-13.72,0.00
64,34452.941176,0.0223,26.0,0,26.0,34452.941176,0.0236,26.0,0,26.0,-5.97,0.00
65,26549.136029,0.0223,29.0,0,29.0,26549.136029,0.0203,29.0,0,29.0,8.71,0.00
66,34469.970588,0.0201,28.0,0,28.0,34469.970588,0.0212,28.0,0,28.0,-5.73,0.00
67,49017.591912,0.0217,31.0,0,31.0,49017.591912,0.0215,31.0,0,31.0,0.89,0.00
68,37468.341912,0.0207,28.0,0,28.0,37468.341912,0.0214,28.0,0,28.0,-3.36,0.00
69,49479.283088,0.0223,3.0,0,3.0,49479.283088,0.0223,3.0,0,3.0,-0.03,0.00
70,37132.705882,0.0211,29.0,0,29.0,37132.705882,0.0199,29.0,0,29.0,5.93,0.00
71,8932.297794,0.0208,4.0,0,4.0,8932.297794,0.0213,4.0,0,4.0,-2.20,0.00
