tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,10394.838235,0.0245,2.0,0,2.0,10394.838235,0.0229,2.0,0,2.0,6.55,0.00
1,11130.588235,0.0201,23.0,0,23.0,11130.588235,0.0207,23.0,0,23.0,-2.88,0.00
2,4858.797794,0.0208,45.0,0,45.0,4858.797794,0.0225,45.0,0,45.0,-8.49,0.00
3,6225.617647,0.0210,46.0,0,46.0,6225.617647,0.0208,46.0,0,46.0,1.01,0.00
4,13193.426471,0.0297,29.0,0,29.0,13193.426471,0.0235,29.0,0,29.0,20.96,0.00
5,9517.834559,0.0219,2.0,0,2.0,9517.834559,0.0225,2.0,0,2.0,-3.01,0.00
6,23372.713235,0.0212,7.0,0,7.0,23372.713235,0.0228,7.0,0,7.0,-7.54,0.00
7,13099.970588,0.0207,23.0,0,23.0,13099.970588,0.0216,23.0,0,23.0,-4.61,0.00
8,12168.830882,0.0196,5.0,0,5.0,12168.830882,0.0228,5.0,0,5.0,-16.08,0.00
9,12288.003676,0.0197,22.0,0,22.0,12288.003676,0.0207,22.0,0,22.0,-5.17,0.00
10,17221.036765,0.0218,33.0,0,33.0,17221.036765,0.0233,33.0,0,33.0,-6.89,0.00
11,12962.985294,0.0206,23.0,0,23.0,12962.985294,0.0210,23.0,0,23.0,-2.02,0.00
12,2854.253676,0.0213,32.0,0,32.0,2854.253676,0.0238,32.0,0,32.0,-11.82,0.00
13,146220.613971,0.0205,3.0,0,3.0,146220.613971,0.0211,3.0,0,3.0,-2.47,0.00
14,11691.996324,0.0214,29.0,0,29.0,11691.996324,0.0242,29.0,0,29.0,-12.86,0.00
15,10343.617647,0.0261,24.0,0,24.0,10343.617647,0.0299,24.0,0,24.0,-14.73,0.00
16,28262.334559,0.0222,29.0,0,29.0,28262.334559,0.0231,29.0,0,29.0,-4.02,0.00
17,18331.323529,0.0211,21.0,0,21.0,18331.323529,0.0217,21.0,0,21.0,-2.76,0.00
18,10604.352941,0.0214,38.0,0,38.0,10604.352941,0.0225,38.0,0,38.0,-5.05,0.00
19,2355.683824,0.0193,27.0,0,27.0,2355.683824,0.0214,27.0,0,27.0,-11.20,0.00
20,24193.889706,0.0200,28.0,0,28.0,24193.889706,0.0223,28.0,0,28.0,-11.65,0.00
21,15334.761029,0.0220,28.0,0,28.0,15334.761029,0.0219,28.0,0,28.0,0.40,0.00
22,2785.558824,0.0212,17.0,0,17.0,2785.558824,0.0216,17.0,0,17.0,-2.09,0.00
23,19026.705882,0.0191,35.0,0,35.0,19026.705882,0.0207,35.0,0,35.0,-8.04,0.00
24,2905.113971,0.0213,42.0,0,42.0,2905.113971,0.0226,42.0,0,42.0,-6.39,0.00
25,37594.577206,0.0234,6.0,0,6.0,37594.577206,0.0228,6.0,0,6.0,2.46,0.00
26,9461.297794,0.0195,3.0,0,3.0,9461.297794,0.0219,3.0,0,3.0,-11.96,0.00
27,15446.915441,0.0211,32.0,0,32.0,15446.915441,0.0233,32.0,0,32.0,-10.65,0.00
28,4535.040441,0.0212,40.0,0,40.0,4535.040441,0.0237,40.0,0,40.0,-12.05,0.00
29,2267.558824,0.0217,35.0,0,35.0,2267.558824,0.0220,35.0,0,35.0,-1.32,0.00
30,14540.562500,0.0207,31.0,0,31.0,14540.562500,0.0223,31.0,0,31.0,-8.17,0.00
