tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,44216.852941,0.0215,40.0,0,40.0,44216.852941,0.0197,40.0,0,40.0,8.43,0.00
1,37183.948529,0.0202,8.0,0,8.0,37183.948529,0.0198,8.0,0,8.0,2.08,0.00
2,334.022059,0.0190,41.0,0,41.0,334.022059,0.0205,41.0,0,41.0,-7.60,0.00
3,29454.136029,0.0209,38.0,0,38.0,29454.136029,0.0204,38.0,0,38.0,2.59,0.00
4,48538.610294,0.0225,39.0,0,39.0,48538.610294,0.0209,39.0,0,39.0,6.96,0.00
5,49682.408088,0.0193,39.0,0,39.0,49682.408088,0.0196,39.0,0,39.0,-1.34,0.00
6,1836.077206,0.0195,41.0,0,41.0,1836.077206,0.0217,41.0,0,41.0,-11.25,0.00
7,48284.977941,0.0195,37.0,0,37.0,48284.977941,0.0208,37.0,0,37.0,-7.11,0.00
8,77941.202206,0.0204,37.0,0,37.0,77941.202206,0.0195,37.0,0,37.0,4.02,0.00
9,227.863971,0.0178,33.0,0,33.0,227.863971,0.0202,33.0,0,33.0,-13.34,0.00
10,1453.742647,0.0198,40.0,0,40.0,1453.742647,0.0212,40.0,0,40.0,-6.62,0.00
11,79900.389706,0.0211,37.0,0,37.0,79900.389706,0.0195,37.0,0,37.0,7.67,0.00
12,2236.992647,0.0190,7.0,0,7.0,2236.992647,0.0191,7.0,0,7.0,-0.76,0.00
13,46749.110294,0.0174,37.0,0,37.0,46749.110294,0.0215,37.0,0,37.0,-23.80,0.00
14,50714.547794,0.0176,31.0,0,31.0,50714.547794,0.0212,31.0,0,31.0,-20.13,0.00
15,47645.279412,0.0174,37.0,0,37.0,47645.279412,0.0216,37.0,0,37.0,-24.38,0.00
16,30105.915441,0.0219,32.0,0,32.0,30105.915441,0.0195,32.0,0,32.0,10.91,0.00
17,37684.735294,0.0186,8.0,0,8.0,37684.735294,0.0206,8.0,0,8.0,-10.51,0.00
18,42881.639706,0.0206,37.0,0,37.0,42881.639706,0.0210,37.0,0,37.0,-1.89,0.00
19,1488.257353,0.0201,40.0,0,40.0,1488.257353,0.0195,40.0,0,40.0,3.02,0.00
