tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,35306.180147,0.0225,29.0,0,29.0,35306.180147,0.0217,29.0,0,29.0,3.42,0.00
1,37958.187500,0.0223,28.0,0,28.0,37958.187500,0.0219,28.0,0,28.0,2.06,0.00
2,32941.948529,0.0260,6.0,0,6.0,32941.948529,0.0243,6.0,0,6.0,6.53,0.00
3,7743.356618,0.0201,18.0,0,18.0,7743.356618,0.0210,18.0,0,18.0,-4.54,0.00
4,36571.551471,0.0216,29.0,0,29.0,36571.551471,0.0222,29.0,0,29.0,-2.85,0.00
5,35260.279412,0.0208,28.0,0,28.0,35260.279412,0.0232,28.0,0,28.0,-11.67,0.00
6,6267.386029,0.0209,45.0,0,45.0,6267.386029,0.0229,45.0,0,45.0,-9.89,0.00
7,35599.955882,0.0230,29.0,0,29.0,35599.955882,0.0235,29.0,0,29.0,-2.37,0.00
8,32216.930147,0.0204,7.0,0,7.0,32216.930147,0.0238,7.0,0,7.0,-16.57,0.00
9,28741.169118,0.0197,7.0,0,7.0,28741.169118,0.0231,7.0,0,7.0,-16.92,0.00
10,5350.051471,0.0200,16.0,0,16.0,5350.051471,0.0234,16.0,0,16.0,-16.56,0.00
11,34937.492647,0.0203,28.0,0,28.0,34937.492647,0.0227,28.0,0,28.0,-11.64,0.00
12,2883.658088,0.0213,18.0,0,18.0,2883.658088,0.0214,18.0,0,18.0,-0.12,0.00
13,10318.621324,0.0220,39.0,0,39.0,10318.621324,0.0241,39.0,0,39.0,-9.83,0.00
14,6112.058824,0.0219,38.0,0,38.0,6112.058824,0.0237,38.0,0,38.0,-8.19,0.00
15,10167.933824,0.0204,49.0,0,49.0,10167.933824,0.0232,49.0,0,49.0,-14.04,0.00
16,4614.066176,0.0202,34.0,0,34.0,4614.066176,0.0227,34.0,0,34.0,-12.32,0.00
17,34576.422794,0.0219,7.0,0,7.0,34576.422794,0.0347,7.0,0,7.0,-58.61,0.00
18,23022.533088,0.0203,25.0,0,25.0,23022.533088,0.0237,25.0,0,25.0,-16.77,0.00
19,38889.036765,0.0218,5.0,0,5.0,38889.036765,0.0234,5.0,0,5.0,-7.00,0.00
20,6769.110294,0.0219,45.0,0,45.0,6769.110294,0.0212,45.0,0,45.0,3.12,0.00
21,30574.022059,0.0207,7.0,0,7.0,30574.022059,0.0222,7.0,0,7.0,-7.45,0.00
22,37397.018382,0.0224,28.0,0,28.0,37397.018382,0.0206,28.0,0,28.0,7.97,0.00
23,8150.639706,0.0218,36.0,0,36.0,8150.639706,0.0210,36.0,0,36.0,3.60,0.00
24,140915.863971,0.0209,47.0,0,47.0,140915.863971,0.0239,47.0,0,47.0,-14.33,0.00
25,34442.272059,0.0214,31.0,0,31.0,34442.272059,0.0234,31.0,0,31.0,-9.74,0.00
26,144827.761029,0.0220,29.0,0,29.0,144827.761029,0.0226,29.0,0,29.0,-2.76,0.00
27,8890.294118,0.0205,30.0,0,30.0,8890.294118,0.0204,30.0,0,30.0,0.57,0.00
28,32944.948529,0.0208,6.0,0,6.0,32944.948529,0.0210,6.0,0,6.0,-0.88,0.00
29,41153.977941,0.0210,45.0,0,45.0,41153.977941,0.0215,45.0,0,45.0,-2.46,0.00
30,34542.720588,0.0204,26.0,0,26.0,34542.720588,0.0206,26.0,0,26.0,-1.30,0.00
