tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,48071.852941,0.0229,37.0,0,37.0,48071.852941,0.0187,37.0,0,37.0,18.35,0.00
1,632.551471,0.0185,31.0,0,31.0,632.551471,0.0201,31.0,0,31.0,-8.33,0.00
2,190.922794,0.0180,23.0,0,23.0,190.922794,0.0177,23.0,0,23.0,1.76,0.00
3,792.253676,0.0194,33.0,0,33.0,792.253676,0.0218,33.0,0,33.0,-11.92,0.00
4,3455.937500,0.0188,28.0,0,28.0,3455.937500,0.0189,28.0,0,28.0,-0.56,0.00
5,28977.658088,0.0177,8.0,0,8.0,28977.658088,0.0196,8.0,0,8.0,-10.97,0.00
6,886.139706,0.0184,19.0,0,19.0,886.139706,0.0182,19.0,0,19.0,1.46,0.00
7,1114.202206,0.0176,20.0,0,20.0,1114.202206,0.0173,20.0,0,20.0,1.50,0.00
8,584.272059,0.0175,20.0,0,20.0,584.272059,0.0200,20.0,0,20.0,-13.90,0.00
9,43391.297794,0.0188,41.0,0,41.0,43391.297794,0.0195,41.0,0,41.0,-3.58,0.00
10,27857.426471,0.0177,40.0,0,40.0,27857.426471,0.0178,40.0,0,40.0,-0.33,0.00
11,40684.099265,0.0193,38.0,0,38.0,40684.099265,0.0200,38.0,0,38.0,-3.62,0.00
12,42033.886029,0.0187,40.0,0,40.0,42033.886029,0.0184,40.0,0,40.0,1.14,0.00
13,50585.235294,0.0188,38.0,0,38.0,50585.235294,0.0193,38.0,0,38.0,-3.00,0.00
14,33064.386029,0.0186,37.0,0,37.0,33064.386029,0.0208,37.0,0,37.0,-11.95,0.00
15,49353.474265,0.0177,39.0,0,39.0,49353.474265,0.0201,39.0,0,39.0,-13.86,0.00
16,528.036765,0.0173,23.0,0,23.0,528.036765,0.0196,23.0,0,23.0,-13.74,0.00
17,816.886029,0.0180,12.0,0,12.0,816.886029,0.0185,12.0,0,12.0,-2.86,0.00
18,977.654412,0.0174,4.0,0,4.0,977.654412,0.0179,4.0,0,4.0,-2.95,0.00
19,845.827206,0.0164,23.0,0,23.0,845.827206,0.0176,23.0,0,23.0,-7.19,0.00
20,664.117647,0.0174,21.0,0,21.0,664.117647,0.0186,21.0,0,21.0,-6.98,0.00
21,311.242647,0.0180,31.0,0,31.0,311.242647,0.0194,31.0,0,31.0,-8.08,0.00
22,41939.834559,0.0195,34.0,0,34.0,41939.834559,0.0265,34.0,0,34.0,-35.52,0.00
23,36766.952206,0.0189,8.0,0,8.0,36766.952206,0.0190,8.0,0,8.0,-0.77,0.00
24,46402.250000,0.0189,39.0,0,39.0,46402.250000,0.0205,39.0,0,39.0,-8.10,0.00
25,2375.544118,0.0185,15.0,0,15.0,2375.544118,0.0237,15.0,0,15.0,-28.38,0.00
26,700.125000,0.0182,27.0,0,27.0,700.125000,0.0198,27.0,0,27.0,-9.30,0.00
27,865.952206,0.0189,36.0,0,36.0,865.952206,0.0190,36.0,0,36.0,-0.42,0.00
28,3335.639706,0.0175,6.0,0,6.0,3335.639706,0.0179,6.0,0,6.0,-2.31,0.00
29,1739.066176,0.0175,6.0,0,6.0,1739.066176,0.0221,6.0,0,6.0,-26.37,0.00
30,915.448529,0.0179,26.0,0,26.0,915.448529,0.0168,26.0,0,26.0,5.97,0.00
31,639.018382,0.0184,22.0,0,22.0,639.018382,0.0191,22.0,0,22.0,-3.70,0.00
32,40398.988971,0.0177,40.0,0,40.0,40398.988971,0.0189,40.0,0,40.0,-6.66,0.00
33,37229.301471,0.0177,32.0,0,32.0,37229.301471,0.0188,32.0,0,32.0,-6.12,0.00
34,1078.216912,0.0180,39.0,0,39.0,1078.216912,0.0204,39.0,0,39.0,-13.44,0.00
35,39329.893382,0.0187,38.0,0,38.0,39329.893382,0.0211,38.0,0,38.0,-12.72,0.00
36,53277.084559,0.0175,37.0,0,37.0,53277.084559,0.0229,37.0,0,37.0,-30.67,0.00
37,831.305147,0.0176,37.0,0,37.0,831.305147,0.0191,37.0,0,37.0,-8.41,0.00
38,2051.408088,0.0179,6.0,0,6.0,2051.408088,0.0188,6.0,0,6.0,-5.29,0.00
39,1586.338235,0.0177,5.0,0,5.0,1586.338235,0.0193,5.0,0,5.0,-8.65,0.00
40,2189.378676,0.0188,5.0,0,5.0,2189.378676,0.0190,5.0,0,5.0,-0.73,0.00
41,15286.948529,0.0183,39.0,0,39.0,15286.948529,0.0188,39.0,0,39.0,-2.34,0.00
42,1639.702206,0.0178,4.0,0,4.0,1639.702206,0.0181,4.0,0,4.0,-1.92,0.00
43,42782.992647,0.0193,38.0,0,38.0,42782.992647,0.0203,38.0,0,38.0,-5.23,0.00
44,43009.709559,0.0179,33.0,0,33.0,43009.709559,0.0188,33.0,0,33.0,-4.95,0.00
45,12797.275735,0.0199,32.0,0,32.0,12797.275735,0.0176,32.0,0,32.0,11.24,0.00
46,34538.981618,0.0196,39.0,0,39.0,34538.981618,0.0195,39.0,0,39.0,0.12,0.00
47,37071.863971,0.0186,39.0,0,39.0,37071.863971,0.0196,39.0,0,39.0,-4.85,0.00
48,1166.448529,0.0164,19.0,0,19.0,1166.448529,0.0188,19.0,0,19.0,-15.05,0.00
49,680.676471,0.0180,19.0,0,19.0,680.676471,0.0228,19.0,0,19.0,-27.22,0.00
50,43577.117647,0.0194,36.0,0,36.0,43577.117647,0.0194,36.0,0,36.0,-0.12,0.00
51,36940.852941,0.0184,38.0,0,38.0,36940.852941,0.0195,38.0,0,38.0,-5.98,0.00
52,2732.334559,0.0192,15.0,0,15.0,2732.334559,0.0211,15.0,0,15.0,-9.73,0.00
53,36859.680147,0.0188,37.0,0,37.0,36859.680147,0.0206,37.0,0,37.0,-9.23,0.00
54,48869.051471,0.0192,37.0,0,37.0,48869.051471,0.0190,37.0,0,37.0,1.25,0.00
55,433.419118,0.0183,40.0,0,40.0,433.419118,0.0181,40.0,0,40.0,0.99,0.00
56,45186.047794,0.0192,32.0,0,32.0,45186.047794,0.0189,32.0,0,32.0,1.69,0.00
57,2059.996324,0.0178,5.0,0,5.0,2059.996324,0.0194,5.0,0,5.0,-9.39,0.00
