tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,27888.665441,0.0212,6.0,0,6.0,27888.665441,0.0222,6.0,0,6.0,-4.68,0.00
1,1237.841912,0.0209,28.0,0,28.0,1237.841912,0.0225,28.0,0,28.0,-7.62,0.00
2,2558.867647,0.0213,42.0,0,42.0,2558.867647,0.0234,42.0,0,42.0,-9.78,0.00
3,7725.716912,0.0195,33.0,0,33.0,7725.716912,0.0226,33.0,0,33.0,-15.92,0.00
4,34654.691176,0.0198,26.0,0,26.0,34654.691176,0.0221,26.0,0,26.0,-11.89,0.00
5,4190.746324,0.0206,32.0,0,32.0,4190.746324,0.0229,32.0,0,32.0,-10.80,0.00
6,2336.433824,0.0197,52.0,0,52.0,2336.433824,0.0225,52.0,0,52.0,-14.09,0.00
7,49540.617647,0.0197,43.0,0,43.0,49540.617647,0.0235,43.0,0,43.0,-19.32,0.00
8,5636.264706,0.0196,32.0,0,32.0,5636.264706,0.0210,32.0,0,32.0,-7.01,0.00
9,48927.113971,0.0323,7.0,0,7.0,48927.113971,0.0220,7.0,0,7.0,31.78,0.00
10,21863.345588,0.0208,41.0,0,41.0,21863.345588,0.0261,41.0,0,41.0,-25.57,0.00
11,11801.079044,0.0202,76.0,0,76.0,11801.079044,0.0218,76.0,0,76.0,-8.04,0.00
12,36100.014706,0.0197,6.0,0,6.0,36100.014706,0.0223,6.0,0,6.0,-12.96,0.00
13,50612.091912,0.0207,4.0,0,4.0,50612.091912,0.0212,4.0,0,4.0,-2.35,0.00
14,36870.952206,0.0199,25.0,0,25.0,36870.952206,0.0217,25.0,0,25.0,-9.42,0.00
15,37980.441176,0.0227,25.0,0,25.0,37980.441176,0.0222,25.0,0,25.0,2.09,0.00
16,5761.507353,0.0267,19.0,0,19.0,5761.507353,0.0227,19.0,0,19.0,15.12,0.00
17,57160.176471,0.0207,43.0,0,43.0,57160.176471,0.0223,43.0,0,43.0,-7.68,0.00
18,4088.834559,0.0180,7.0,0,7.0,4088.834559,0.0203,7.0,0,7.0,-12.85,0.00
19,40378.011029,0.0202,26.0,0,26.0,40378.011029,0.0260,26.0,0,26.0,-28.51,0.00
20,10598.191176,0.0264,74.0,0,74.0,10598.191176,0.0365,74.0,0,74.0,-38.61,0.00
21,31159.551471,0.0196,7.0,0,7.0,31159.551471,0.0299,7.0,0,7.0,-52.91,0.00
22,12462.902574,0.0206,74.0,0,74.0,12462.902574,0.0232,74.0,0,74.0,-12.69,0.00
23,33862.444853,0.0195,7.0,0,7.0,33862.444853,0.0215,7.0,0,7.0,-10.26,0.00
24,10612.579044,0.0208,71.0,0,71.0,10612.579044,0.0223,71.0,0,71.0,-6.88,0.00
25,11622.724265,0.0204,37.0,0,37.0,11622.724265,0.0296,37.0,0,37.0,-45.40,0.00
26,1525.569853,0.0201,18.0,0,18.0,1525.569853,0.0235,18.0,0,18.0,-16.76,0.00
27,11557.742647,0.0272,49.0,0,49.0,11557.742647,0.0238,49.0,0,49.0,12.68,0.00
28,9018.261029,0.0207,6.0,0,6.0,9018.261029,0.0237,6.0,0,6.0,-14.51,0.00
29,28206.224265,0.0269,25.0,0,25.0,28206.224265,0.0226,25.0,0,25.0,15.67,0.00
30,27999.272059,0.0203,7.0,0,7.0,27999.272059,0.0211,7.0,0,7.0,-4.06,0.00
31,36715.860294,0.0205,26.0,0,26.0,36715.860294,0.0222,26.0,0,26.0,-8.28,0.00
32,11614.654412,0.0187,47.0,0,47.0,11614.654412,0.0235,47.0,0,47.0,-25.98,0.00
33,19606.819853,0.0211,40.0,0,40.0,19606.819853,0.0239,40.0,0,40.0,-13.21,0.00
34,42145.904412,0.0202,24.0,0,24.0,42145.904412,0.0238,24.0,0,24.0,-17.74,0.00
35,1463.301471,0.0197,29.0,0,29.0,1463.301471,0.0224,29.0,0,29.0,-14.06,0.00
36,31718.636029,0.0198,25.0,0,25.0,31718.636029,0.0207,25.0,0,25.0,-4.82,0.00
37,39971.577206,0.0190,40.0,0,40.0,39971.577206,0.0224,40.0,0,40.0,-18.08,0.00
38,38138.055147,0.0191,25.0,0,25.0,38138.055147,0.0214,25.0,0,25.0,-12.35,0.00
39,33941.352941,0.0182,7.0,0,7.0,33941.352941,0.0214,7.0,0,7.0,-17.18,0.00
40,36535.286765,0.0191,7.0,0,7.0,36535.286765,0.0214,7.0,0,7.0,-12.09,0.00
41,37814.779412,0.0204,27.0,0,27.0,37814.779412,0.0207,27.0,0,27.0,-1.45,0.00
42,5717.950368,0.0202,70.0,0,70.0,5717.950368,0.0262,70.0,0,70.0,-29.43,0.00
43,27345.636029,0.0206,39.0,0,39.0,27345.636029,0.0233,39.0,0,39.0,-13.41,0.00
44,34424.033088,0.0184,24.0,0,24.0,34424.033088,0.0204,24.0,0,24.0,-10.80,0.00
45,8782.979779,0.0201,74.0,0,74.0,8782.979779,0.0213,74.0,0,74.0,-5.87,0.00
46,9146.988971,0.0196,18.0,0,18.0,9146.988971,0.0225,18.0,0,18.0,-14.94,0.00
47,37799.033088,0.0202,22.0,0,22.0,37799.033088,0.0237,22.0,0,22.0,-17.56,0.00
48,39089.897059,0.0254,23.0,0,23.0,39089.897059,0.0220,23.0,0,23.0,13.43,0.00
49,7434.272059,0.0201,36.0,0,36.0,7434.272059,0.0235,36.0,0,36.0,-16.86,0.00
50,32123.253676,0.0208,7.0,0,7.0,32123.253676,0.0235,7.0,0,7.0,-12.76,0.00
51,38738.599265,0.0209,26.0,0,26.0,38738.599265,0.0220,26.0,0,26.0,-5.20,0.00
52,43210.430147,0.0186,45.0,0,45.0,43210.430147,0.0218,45.0,0,45.0,-16.90,0.00
53,7382.544118,0.0204,7.0,0,7.0,7382.544118,0.0206,7.0,0,7.0,-0.99,0.00
54,13076.818015,0.0200,82.0,0,82.0,13076.818015,0.0244,82.0,0,82.0,-21.90,0.00
55,32799.988971,0.0225,45.0,0,45.0,32799.988971,0.0256,45.0,0,45.0,-14.18,0.00
56,25346.768382,0.0205,41.0,0,41.0,25346.768382,0.0272,41.0,0,41.0,-33.07,0.00
57,39128.378676,0.0222,27.0,0,27.0,39128.378676,0.0230,27.0,0,27.0,-3.53,0.00
58,31981.224265,0.0218,27.0,0,27.0,31981.224265,0.0243,27.0,0,27.0,-11.53,0.00
59,3636.930147,0.0203,37.0,0,37.0,3636.930147,0.0221,37.0,0,37.0,-8.94,0.00
60,15198.742647,0.0203,32.0,0,32.0,15198.742647,0.0223,32.0,0,32.0,-10.23,0.00
61,10810.496324,0.0203,41.0,0,41.0,10810.496324,0.0222,41.0,0,41.0,-9.26,0.00
62,8417.286765,0.0202,45.0,0,45.0,8417.286765,0.0209,45.0,0,45.0,-3.12,0.00
63,30830.606618,0.0190,6.0,0,6.0,30830.606618,0.0243,6.0,0,6.0,-28.27,0.00
64,35194.433824,0.0205,28.0,0,28.0,35194.433824,0.0258,28.0,0,28.0,-25.45,0.00
65,35289.750000,0.0213,45.0,0,45.0,35289.750000,0.0246,45.0,0,45.0,-15.90,0.00
66,6918.113971,0.0209,84.0,0,84.0,6918.113971,0.0251,84.0,0,84.0,-20.38,0.00
67,8496.772059,0.0221,8.0,0,8.0,8496.772059,0.0222,8.0,0,8.0,-0.28,0.00
68,11936.863971,0.0220,38.0,0,38.0,11936.863971,0.0229,38.0,0,38.0,-4.36,0.00
69,5919.511029,0.0208,7.0,0,7.0,5919.511029,0.0211,7.0,0,7.0,-1.72,0.00
70,5777.448529,0.0183,35.0,0,35.0,5777.448529,0.0219,35.0,0,35.0,-19.98,0.00
71,40030.845588,0.0220,27.0,0,27.0,40030.845588,0.0207,27.0,0,27.0,6.15,0.00
72,39038.047794,0.0203,28.0,0,28.0,39038.047794,0.0231,28.0,0,28.0,-14.20,0.00
73,1950.871324,0.0192,39.0,0,39.0,1950.871324,0.0241,39.0,0,39.0,-25.70,0.00
74,85776.514706,0.0202,6.0,0,6.0,85776.514706,0.0210,6.0,0,6.0,-3.74,0.00
75,86799.257353,0.0189,7.0,0,7.0,86799.257353,0.0203,7.0,0,7.0,-7.30,0.00
76,40061.580882,0.0213,27.0,0,27.0,40061.580882,0.0210,27.0,0,27.0,1.40,0.00
77,108188.952206,0.0208,36.0,0,36.0,108188.952206,0.0206,36.0,0,36.0,1.20,0.00
78,30288.036765,0.0197,22.0,0,22.0,30288.036765,0.0206,22.0,0,22.0,-4.72,0.00
79,36743.595588,0.0215,27.0,0,27.0,36743.595588,0.0193,27.0,0,27.0,9.89,0.00
80,42846.205882,0.0194,7.0,0,7.0,42846.205882,0.0197,7.0,0,7.0,-1.83,0.00
81,75978.180147,0.0208,31.0,0,31.0,75978.180147,0.0204,31.0,0,31.0,1.66,0.00
82,44659.786765,0.0215,104.0,0,104.0,44659.786765,0.0254,104.0,0,104.0,-18.11,0.00
83,51504.147059,0.0216,7.0,0,7.0,51504.147059,0.0311,7.0,0,7.0,-44.18,0.00
84,13308.794118,0.0208,34.0,0,34.0,13308.794118,0.0257,34.0,0,34.0,-23.27,0.00
85,33448.628676,0.0196,7.0,0,7.0,33448.628676,0.0199,7.0,0,7.0,-1.83,0.00
86,32511.375000,0.0179,27.0,0,27.0,32511.375000,0.0211,27.0,0,27.0,-18.10,0.00
87,37472.790441,0.0194,7.0,0,7.0,37472.790441,0.0206,7.0,0,7.0,-6.01,0.00
88,66044.863971,0.0195,7.0,0,7.0,66044.863971,0.0228,7.0,0,7.0,-16.90,0.00
89,43563.143382,0.0209,37.0,0,37.0,43563.143382,0.0198,37.0,0,37.0,5.25,0.00
90,65661.757353,0.0194,36.0,0,36.0,65661.757353,0.0197,36.0,0,36.0,-1.50,0.00
91,64426.694853,0.0205,6.0,0,6.0,64426.694853,0.0238,6.0,0,6.0,-15.84,0.00
92,36713.602941,0.0204,27.0,0,27.0,36713.602941,0.0313,27.0,0,27.0,-53.12,0.00
93,35342.191176,0.0208,27.0,0,27.0,35342.191176,0.0237,27.0,0,27.0,-14.16,0.00
94,13260.415441,0.0191,30.0,0,30.0,13260.415441,0.0230,30.0,0,30.0,-20.68,0.00
95,1599.426471,0.0208,33.0,0,33.0,1599.426471,0.0253,33.0,0,33.0,-21.49,0.00
96,36925.643382,0.0195,26.0,0,26.0,36925.643382,0.0249,26.0,0,26.0,-27.50,0.00
97,25794.172794,0.0212,5.0,0,5.0,25794.172794,0.0202,5.0,0,5.0,4.78,0.00
98,1823.334559,0.0201,35.0,0,35.0,1823.334559,0.0202,35.0,0,35.0,-0.78,0.00
99,71970.393382,0.0195,44.0,0,44.0,71970.393382,0.0221,44.0,0,44.0,-12.94,0.00
100,34486.209559,0.0239,20.0,0,20.0,34486.209559,0.0236,20.0,0,20.0,1.38,0.00
