tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,10394.838235,0.0235,2.0,0,2.0,10394.838235,0.0213,2.0,0,2.0,9.38,0.00
1,11130.588235,0.0201,23.0,0,23.0,11130.588235,0.0209,23.0,0,23.0,-3.70,0.00
2,4858.797794,0.0206,45.0,0,45.0,4858.797794,0.0232,45.0,0,45.0,-12.73,0.00
3,6225.617647,0.0194,46.0,0,46.0,6225.617647,0.0245,46.0,0,46.0,-26.10,0.00
4,13193.426471,0.0184,29.0,0,29.0,13193.426471,0.0231,29.0,0,29.0,-25.57,0.00
5,9517.834559,0.0204,2.0,0,2.0,9517.834559,0.0231,2.0,0,2.0,-12.80,0.00
6,23372.713235,0.0223,7.0,0,7.0,23372.713235,0.0230,7.0,0,7.0,-3.01,0.00
7,13099.970588,0.0195,23.0,0,23.0,13099.970588,0.0225,23.0,0,23.0,-15.58,0.00
8,12168.830882,0.0208,5.0,0,5.0,12168.830882,0.0221,5.0,0,5.0,-6.23,0.00
9,12288.003676,0.0202,22.0,0,22.0,12288.003676,0.0246,22.0,0,22.0,-21.88,0.00
10,17221.036765,0.0214,33.0,0,33.0,17221.036765,0.0235,33.0,0,33.0,-9.90,0.00
11,12962.985294,0.0253,23.0,0,23.0,12962.985294,0.0212,23.0,0,23.0,16.17,0.00
12,2854.253676,0.0222,32.0,0,32.0,2854.253676,0.0258,32.0,0,32.0,-16.32,0.00
13,146220.613971,0.0192,3.0,0,3.0,146220.613971,0.0222,3.0,0,3.0,-15.80,0.00
14,11691.996324,0.0215,29.0,0,29.0,11691.996324,0.0227,29.0,0,29.0,-5.57,0.00
15,10343.617647,0.0212,24.0,0,24.0,10343.617647,0.0242,24.0,0,24.0,-14.25,0.00
16,28262.334559,0.0208,29.0,0,29.0,28262.334559,0.0360,29.0,0,29.0,-73.25,0.00
17,18331.323529,0.0184,21.0,0,21.0,18331.323529,0.0196,21.0,0,21.0,-6.27,0.00
18,10604.352941,0.0193,38.0,0,38.0,10604.352941,0.0206,38.0,0,38.0,-6.96,0.00
19,2355.683824,0.0210,27.0,0,27.0,2355.683824,0.0215,27.0,0,27.0,-2.54,0.00
20,24193.889706,0.0206,28.0,0,28.0,24193.889706,0.0192,28.0,0,28.0,6.93,0.00
21,15334.761029,0.0216,28.0,0,28.0,15334.761029,0.0223,28.0,0,28.0,-2.87,0.00
22,2785.558824,0.0211,17.0,0,17.0,2785.558824,0.0209,17.0,0,17.0,1.29,0.00
23,19026.705882,0.0201,35.0,0,35.0,19026.705882,0.0235,35.0,0,35.0,-17.29,0.00
24,2905.113971,0.0227,42.0,0,42.0,2905.113971,0.0201,42.0,0,42.0,11.26,0.00
25,37594.577206,0.0204,6.0,0,6.0,37594.577206,0.0233,6.0,0,6.0,-14.51,0.00
26,9461.297794,0.0185,3.0,0,3.0,9461.297794,0.0209,3.0,0,3.0,-12.74,0.00
27,15446.915441,0.0207,32.0,0,32.0,15446.915441,0.0237,32.0,0,32.0,-14.40,0.00
28,4535.040441,0.0192,40.0,0,40.0,4535.040441,0.0202,40.0,0,40.0,-5.47,0.00
29,2267.558824,0.0192,35.0,0,35.0,2267.558824,0.0226,35.0,0,35.0,-17.85,0.00
