tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,1478.919118,0.0216,29.0,0,29.0,1478.919118,0.0190,29.0,0,29.0,11.98,0.00
1,34791.974265,0.0197,22.0,0,22.0,34791.974265,0.0210,22.0,0,22.0,-6.59,0.00
2,56661.797794,0.0186,26.0,0,26.0,56661.797794,0.0203,26.0,0,26.0,-8.90,0.00
3,14883.632353,0.0175,8.0,0,8.0,14883.632353,0.0188,8.0,0,8.0,-7.35,0.00
4,17605.077206,0.0216,8.0,0,8.0,17605.077206,0.0193,8.0,0,8.0,10.68,0.00
5,17547.687500,0.0192,8.0,0,8.0,17547.687500,0.0212,8.0,0,8.0,-10.06,0.00
6,25738.908088,0.0334,25.0,0,25.0,25738.908088,0.0214,25.0,0,25.0,35.84,0.00
7,15181.316176,0.0199,36.0,0,36.0,15181.316176,0.0199,36.0,0,36.0,0.10,0.00
8,49329.658088,0.0175,7.0,0,7.0,49329.658088,0.0221,7.0,0,7.0,-26.46,0.00
9,41552.404412,0.0198,6.0,0,6.0,41552.404412,0.0225,6.0,0,6.0,-13.72,0.00
10,43117.944853,0.0175,14.0,0,14.0,43117.944853,0.0202,14.0,0,14.0,-15.75,0.00
11,51370.367647,0.0196,33.0,0,33.0,51370.367647,0.0205,33.0,0,33.0,-4.32,0.00
12,54583.308824,0.0172,8.0,0,8.0,54583.308824,0.0226,8.0,0,8.0,-31.51,0.00
13,35897.345588,0.0171,7.0,0,7.0,35897.345588,0.0186,7.0,0,7.0,-9.09,0.00
14,19345.139706,0.0213,8.0,0,8.0,19345.139706,0.0207,8.0,0,8.0,2.76,0.00
15,168506.886029,0.0181,6.0,0,6.0,168506.886029,0.0201,6.0,0,6.0,-11.32,0.00
16,49124.191176,0.0181,14.0,0,14.0,49124.191176,0.0197,14.0,0,14.0,-8.81,0.00
17,36782.294118,0.0172,23.0,0,23.0,36782.294118,0.0188,23.0,0,23.0,-9.54,0.00
18,23992.591912,0.0181,8.0,0,8.0,23992.591912,0.0219,8.0,0,8.0,-20.85,0.00
19,35970.797794,0.0186,14.0,0,14.0,35970.797794,0.0217,14.0,0,14.0,-16.75,0.00
20,58624.371324,0.0176,24.0,0,24.0,58624.371324,0.0228,24.0,0,24.0,-29.47,0.00
21,27760.981618,0.0184,22.0,0,22.0,27760.981618,0.0199,22.0,0,22.0,-8.03,0.00
22,42821.522059,0.0185,9.0,0,9.0,42821.522059,0.0222,9.0,0,9.0,-20.01,0.00
23,23231.694853,0.0192,8.0,0,8.0,23231.694853,0.0223,8.0,0,8.0,-15.64,0.00
24,48750.444853,0.0184,6.0,0,6.0,48750.444853,0.0203,6.0,0,6.0,-10.46,0.00
25,24376.555147,0.0182,7.0,0,7.0,24376.555147,0.0204,7.0,0,7.0,-12.18,0.00
26,38286.279412,0.0205,36.0,0,36.0,38286.279412,0.0225,36.0,0,36.0,-9.72,0.00
27,17094.422794,0.0193,8.0,0,8.0,17094.422794,0.0195,8.0,0,8.0,-1.38,0.00
28,20399.768382,0.0173,8.0,0,8.0,20399.768382,0.0208,8.0,0,8.0,-20.34,0.00
29,44712.569853,0.0175,32.0,0,32.0,44712.569853,0.0210,32.0,0,32.0,-20.36,0.00
30,33198.452206,0.0182,8.0,0,8.0,33198.452206,0.0209,8.0,0,8.0,-15.17,0.00
31,1342.102941,0.0181,4.0,0,4.0,1342.102941,0.0202,4.0,0,4.0,-11.82,0.00
32,60065.746324,0.0187,23.0,0,23.0,60065.746324,0.0221,23.0,0,23.0,-18.13,0.00
33,53704.099265,0.0187,6.0,0,6.0,53704.099265,0.0204,6.0,0,6.0,-9.35,0.00
34,49184.716912,0.0172,9.0,0,9.0,49184.716912,0.0200,9.0,0,9.0,-16.70,0.00
35,56121.687500,0.0162,22.0,0,22.0,56121.687500,0.0203,22.0,0,22.0,-25.20,0.00
36,1453.080882,0.0187,5.0,0,5.0,1453.080882,0.0213,5.0,0,5.0,-13.99,0.00
37,441.334559,0.0175,15.0,0,15.0,441.334559,0.0193,15.0,0,15.0,-10.59,0.00
38,30985.238971,0.0190,16.0,0,16.0,30985.238971,0.0202,16.0,0,16.0,-6.56,0.00
39,19243.415441,0.0194,18.0,0,18.0,19243.415441,0.0201,18.0,0,18.0,-4.03,0.00
40,17738.044118,0.0187,8.0,0,8.0,17738.044118,0.0201,8.0,0,8.0,-7.54,0.00
41,54811.617647,0.0197,25.0,0,25.0,54811.617647,0.0212,25.0,0,25.0,-7.87,0.00
42,51110.507353,0.0178,6.0,0,6.0,51110.507353,0.0204,6.0,0,6.0,-14.49,0.00
43,1594.658088,0.0177,5.0,0,5.0,1594.658088,0.0188,5.0,0,5.0,-5.96,0.00
44,25883.540441,0.0183,6.0,0,6.0,25883.540441,0.0208,6.0,0,6.0,-13.69,0.00
45,31484.893382,0.0191,17.0,0,17.0,31484.893382,0.0207,17.0,0,17.0,-7.92,0.00
46,1798.533088,0.0171,28.0,0,28.0,1798.533088,0.0201,28.0,0,28.0,-17.71,0.00
47,52987.099265,0.0180,28.0,0,28.0,52987.099265,0.0223,28.0,0,28.0,-23.42,0.00
48,32321.283088,0.0195,25.0,0,25.0,32321.283088,0.0213,25.0,0,25.0,-8.88,0.00
49,65699.970588,0.0191,35.0,0,35.0,65699.970588,0.0210,35.0,0,35.0,-10.40,0.00
50,18846.750000,0.0176,8.0,0,8.0,18846.750000,0.0189,8.0,0,8.0,-7.07,0.00
51,19411.573529,0.0261,29.0,0,29.0,19411.573529,0.0292,29.0,0,29.0,-12.01,0.00
52,63722.632353,0.0189,28.0,0,28.0,63722.632353,0.0207,28.0,0,28.0,-9.65,0.00
53,29209.863971,0.0186,23.0,0,23.0,29209.863971,0.0211,23.0,0,23.0,-13.42,0.00
54,56293.790441,0.0178,25.0,0,25.0,56293.790441,0.0189,25.0,0,25.0,-6.18,0.00
55,4498.349265,0.0190,4.0,0,4.0,4498.349265,0.0231,4.0,0,4.0,-21.84,0.00
56,55553.121324,0.0191,27.0,0,27.0,55553.121324,0.0195,27.0,0,27.0,-1.82,0.00
57,32595.297794,0.0180,26.0,0,26.0,32595.297794,0.0201,26.0,0,26.0,-11.22,0.00
58,9060.551471,0.0186,8.0,0,8.0,9060.551471,0.0182,8.0,0,8.0,2.43,0.00
59,36785.738971,0.0186,23.0,0,23.0,36785.738971,0.0198,23.0,0,23.0,-6.10,0.00
60,48650.411765,0.0184,27.0,0,27.0,48650.411765,0.0204,27.0,0,27.0,-10.48,0.00
61,10636.875000,0.0190,8.0,0,8.0,10636.875000,0.0204,8.0,0,8.0,-7.30,0.00
62,36290.268382,0.0192,8.0,0,8.0,36290.268382,0.0231,8.0,0,8.0,-20.71,0.00
63,36127.062500,0.0197,8.0,0,8.0,36127.062500,0.0222,8.0,0,8.0,-12.82,0.00
64,31492.117647,0.0196,23.0,0,23.0,31492.117647,0.0206,23.0,0,23.0,-5.31,0.00
65,36694.242647,0.0188,8.0,0,8.0,36694.242647,0.0191,8.0,0,8.0,-1.58,0.00
66,21697.966912,0.0178,6.0,0,6.0,21697.966912,0.0239,6.0,0,6.0,-34.33,0.00
67,34667.867647,0.0192,8.0,0,8.0,34667.867647,0.0220,8.0,0,8.0,-14.82,0.00
68,38013.415441,0.0180,33.0,0,33.0,38013.415441,0.0206,33.0,0,33.0,-14.56,0.00
69,52739.158088,0.0182,25.0,0,25.0,52739.158088,0.0213,25.0,0,25.0,-17.36,0.00
70,27304.588235,0.0188,13.0,0,13.0,27304.588235,0.0197,13.0,0,13.0,-4.62,0.00
71,64542.386029,0.0186,34.0,0,34.0,64542.386029,0.0183,34.0,0,34.0,1.49,0.00
72,614.761029,0.0182,30.0,0,30.0,614.761029,0.0195,30.0,0,30.0,-7.09,0.00
73,51175.533088,0.0170,21.0,0,21.0,51175.533088,0.0192,21.0,0,21.0,-12.84,0.00
74,865.551471,0.0186,19.0,0,19.0,865.551471,0.0172,19.0,0,19.0,7.52,0.00
75,180628.319853,0.0192,7.0,0,7.0,180628.319853,0.0193,7.0,0,7.0,-0.38,0.00
76,1495.507353,0.0176,28.0,0,28.0,1495.507353,0.0191,28.0,0,28.0,-8.51,0.00
77,52632.669118,0.0197,26.0,0,26.0,52632.669118,0.0206,26.0,0,26.0,-5.03,0.00
78,29869.500000,0.0173,7.0,0,7.0,29869.500000,0.0225,7.0,0,7.0,-30.28,0.00
79,57529.621324,0.0181,26.0,0,26.0,57529.621324,0.0197,26.0,0,26.0,-8.74,0.00
80,37404.919118,0.0183,22.0,0,22.0,37404.919118,0.0208,22.0,0,22.0,-13.72,0.00
81,38248.882353,0.0182,8.0,0,8.0,38248.882353,0.0196,8.0,0,8.0,-7.86,0.00
82,72334.584559,0.0181,32.0,0,32.0,72334.584559,0.0217,32.0,0,32.0,-19.56,0.00
83,179024.047794,0.0172,8.0,0,8.0,179024.047794,0.0207,8.0,0,8.0,-20.55,0.00
84,64365.102941,0.0177,32.0,0,32.0,64365.102941,0.0197,32.0,0,32.0,-11.66,0.00
85,6202.661765,0.0181,22.0,0,22.0,6202.661765,0.0176,22.0,0,22.0,2.74,0.00
86,47997.345588,0.0171,28.0,0,28.0,47997.345588,0.0182,28.0,0,28.0,-6.03,0.00
87,36138.801471,0.0200,22.0,0,22.0,36138.801471,0.0180,22.0,0,22.0,10.00,0.00
88,1504.977941,0.0194,7.0,0,7.0,1504.977941,0.0181,7.0,0,7.0,6.82,0.00
89,66288.378676,0.0183,31.0,0,31.0,66288.378676,0.0196,31.0,0,31.0,-6.97,0.00
90,49856.988971,0.0190,26.0,0,26.0,49856.988971,0.0254,26.0,0,26.0,-34.26,0.00
91,54467.860294,0.0191,26.0,0,26.0,54467.860294,0.0221,26.0,0,26.0,-15.88,0.00
92,36795.452206,0.0188,8.0,0,8.0,36795.452206,0.0205,8.0,0,8.0,-8.99,0.00
93,1097.352941,0.0174,25.0,0,25.0,1097.352941,0.0190,25.0,0,25.0,-9.02,0.00
94,34252.676471,0.0188,22.0,0,22.0,34252.676471,0.0179,22.0,0,22.0,4.75,0.00
