tm_index,cold_target,cold_solve_time,cold_iterations,minhop_target,minhop_solve_time,minhop_iterations,loadbalance_target,loadbalance_solve_time,loadbalance_iterations,greedyqos_target,greedyqos_solve_time,greedyqos_iterations,minhop_improvement_pct,loadbalance_improvement_pct,greedyqos_improvement_pct
12,1647.676471,0.0931,20.0,1647.676471,0.0845,20.0,1647.676471,0.0944,20.0,1647.676471,0.0895,20.0,9.22,-1.42,3.81
13,146220.613971,0.0839,3.0,146220.613971,0.0816,3.0,146220.613971,0.0866,3.0,146220.613971,0.0877,3.0,2.78,-3.30,-4.57
14,10883.996324,0.0901,4.0,10883.996324,0.0886,4.0,10883.996324,0.0896,4.0,10883.996324,0.0889,4.0,1.67,0.57,1.34
15,8418.279412,0.0877,2.0,8418.279412,0.0941,2.0,8418.279412,0.0873,2.0,8418.279412,0.0886,2.0,-7.36,0.43,-1.08
16,28086.591912,0.0847,2.0,28086.591912,0.0842,2.0,28086.591912,0.0875,2.0,28086.591912,0.0880,2.0,0.51,-3.34,-3.99
17,17583.422794,0.0875,2.0,17583.422794,0.0824,2.0,17583.422794,0.0854,2.0,17583.422794,0.0840,2.0,5.80,2.36,3.97
18,10543.055147,0.0912,2.0,10543.055147,0.1054,2.0,10543.055147,0.1002,2.0,10543.055147,0.0901,2.0,-15.50,-9.81,1.24
19,2077.613971,0.0875,2.0,2077.613971,0.0812,2.0,2077.613971,0.1102,2.0,2077.613971,0.0895,2.0,7.25,-25.89,-2.30
20,23419.253676,0.0886,3.0,23419.253676,0.0842,3.0,23419.253676,0.1052,3.0,23419.253676,0.0860,3.0,5.03,-18.70,3.00
21,14548.283088,0.0894,2.0,14548.283088,0.0864,2.0,14548.283088,0.0912,2.0,14548.283088,0.0870,2.0,3.39,-2.05,2.64
22,2111.875000,0.0922,4.0,2111.875000,0.0889,4.0,2111.875000,0.0868,4.0,2111.875000,0.0992,4.0,3.54,5.87,-7.57
23,18267.602941,0.0908,2.0,18267.602941,0.0851,2.0,18267.602941,0.0914,2.0,18267.602941,0.0913,2.0,6.24,-0.61,-0.53
24,2271.680147,0.0890,5.0,2271.680147,0.0819,5.0,2271.680147,0.0977,5.0,2271.680147,0.0951,5.0,8.05,-9.75,-6.84
25,37594.577206,0.0822,6.0,37594.577206,0.0828,6.0,37594.577206,0.0844,6.0,37594.577206,0.0898,6.0,-0.69,-2.69,-9.21
26,9461.297794,0.0844,2.0,9461.297794,0.0831,2.0,9461.297794,0.0829,2.0,9461.297794,0.0990,2.0,1.54,1.85,-17.20
27,15015.540441,0.0875,3.0,15015.540441,0.0824,3.0,15015.540441,0.1064,3.0,15015.540441,0.0965,3.0,5.87,-21.60,-10.30
28,3817.323529,0.0836,2.0,3817.323529,0.0806,2.0,3817.323529,0.1058,2.0,3817.323529,0.0989,2.0,3.62,-26.53,-18.36
29,1393.358456,0.0866,11.0,1393.358456,0.0833,11.0,1393.358456,0.0869,11.0,1393.358456,0.0932,11.0,3.73,-0.43,-7.70
30,12993.625000,0.0877,3.0,12993.625000,0.0805,3.0,12993.625000,0.0896,3.0,12993.625000,0.0891,3.0,8.18,-2.26,-1.63
31,22865.790441,0.0804,3.0,22865.790441,0.0786,3.0,22865.790441,0.0859,3.0,22865.790441,0.0910,3.0,2.22,-6.88,-13.22
32,1345.959559,0.0864,4.0,1345.959559,0.0965,4.0,1345.959559,0.0930,4.0,1345.959559,0.0928,4.0,-11.66,-7.60,-7.38
33,13290.797794,0.0791,2.0,13290.797794,0.0775,2.0,13290.797794,0.0849,2.0,13290.797794,0.0915,2.0,2.02,-7.41,-15.69
34,4410.551471,0.0844,3.0,4410.551471,0.0810,3.0,4410.551471,0.1029,3.0,4410.551471,0.0931,3.0,4.12,-21.83,-10.26
35,14319.676471,0.0835,4.0,14319.676471,0.0897,4.0,14319.676471,0.0909,4.0,14319.676471,0.0967,4.0,-7.38,-8.81,-15.74
36,20307.625000,0.0838,2.0,20307.625000,0.0888,2.0,20307.625000,0.0922,2.0,20307.625000,0.0874,2.0,-5.93,-9.96,-4.19
37,17159.941176,0.0830,3.0,17159.941176,0.0918,3.0,17159.941176,0.0934,3.0,17159.941176,0.0902,3.0,-10.57,-12.53,-8.70
38,10530.908088,0.0861,4.0,10530.908088,0.0841,4.0,10530.908088,0.0903,4.0,10530.908088,0.0964,4.0,2.37,-4.92,-11.93
39,14284.658088,0.0851,2.0,14284.658088,0.0918,2.0,14284.658088,0.1029,2.0,14284.658088,0.0907,2.0,-7.80,-20.83,-6.60
40,2260.323529,0.0914,5.0,2260.323529,0.0954,5.0,2260.323529,0.1072,5.0,2260.323529,0.0956,28.0,-4.33,-17.23,-4.54
41,37350.625000,0.0830,3.0,37350.625000,0.0816,3.0,37350.625000,0.0875,3.0,37350.625000,0.0828,3.0,1.66,-5.39,0.24
42,10979.886029,0.0807,3.0,10979.886029,0.0880,3.0,10979.886029,0.0891,3.0,10979.886029,0.0880,3.0,-9.00,-10.31,-8.93
43,16527.426471,0.0818,1.0,16527.426471,0.0968,1.0,16527.426471,0.0888,1.0,16527.426471,0.1010,1.0,-18.39,-8.60,-23.48
44,11133.485294,0.0756,3.0,11133.485294,0.0834,3.0,11133.485294,0.0933,3.0,11133.485294,0.0922,3.0,-10.24,-23.43,-21.99
45,26134.610294,0.0875,3.0,26134.610294,0.1012,3.0,26134.610294,0.1311,3.0,26134.610294,0.0962,3.0,-15.70,-49.84,-9.93
46,2781.264706,0.0800,2.0,2781.264706,0.0843,2.0,2781.264706,0.0858,2.0,2781.264706,0.0872,2.0,-5.45,-7.31,-9.09
47,13743.779412,0.0845,3.0,13743.779412,0.0964,3.0,13743.779412,0.0908,3.0,13743.779412,0.0908,3.0,-14.00,-7.45,-7.36
48,11439.459559,0.0763,3.0,11439.459559,0.0784,3.0,11439.459559,0.0835,3.0,11439.459559,0.0870,3.0,-2.84,-9.49,-14.01
49,10107.022059,0.0845,2.0,10107.022059,0.0810,2.0,10107.022059,0.0922,2.0,10107.022059,0.0988,2.0,4.14,-9.16,-16.89
50,12348.639706,0.0814,3.0,12348.639706,0.0909,3.0,12348.639706,0.0944,3.0,12348.639706,0.0996,3.0,-11.75,-15.97,-22.41
51,18981.544118,0.0795,2.0,18981.544118,0.0811,2.0,18981.544118,0.0921,2.0,18981.544118,0.0841,2.0,-1.97,-15.92,-5.85
52,3710.863971,0.0785,1.0,3710.863971,0.0892,1.0,3710.863971,0.0904,1.0,3710.863971,0.0903,1.0,-13.56,-15.09,-15.06
53,26326.227941,0.0874,3.0,26326.227941,0.0871,3.0,26326.227941,0.0850,3.0,26326.227941,0.0917,3.0,0.44,2.75,-4.90
54,5933.566176,0.0799,1.0,5933.566176,0.0862,1.0,5933.566176,0.0923,1.0,5933.566176,0.0918,1.0,-7.79,-15.40,-14.81
55,39537.312500,0.0806,2.0,39537.312500,0.0831,2.0,39537.312500,0.0872,2.0,39537.312500,0.0874,2.0,-3.06,-8.13,-8.41
56,15540.316176,0.0785,3.0,15540.316176,0.0839,3.0,15540.316176,0.0876,3.0,15540.316176,0.1156,3.0,-6.90,-11.63,-47.25
57,32192.220588,0.0827,1.0,32192.220588,0.0830,1.0,32192.220588,0.0921,1.0,32192.220588,0.0939,1.0,-0.41,-11.34,-13.55
58,12157.397059,0.0778,1.0,12157.397059,0.0791,1.0,12157.397059,0.0870,1.0,12157.397059,0.0988,1.0,-1.58,-11.77,-26.93
59,14594.437500,0.0816,3.0,14594.437500,0.0845,3.0,14594.437500,0.0923,3.0,14594.437500,0.1254,2.0,-3.58,-13.14,-53.61
60,11915.198529,0.0756,2.0,11915.198529,0.0834,2.0,11915.198529,0.0861,2.0,11915.198529,0.0828,2.0,-10.32,-13.81,-9.44
61,12601.705882,0.0773,6.0,12601.705882,0.0813,6.0,12601.705882,0.0938,6.0,12601.705882,0.0900,6.0,-5.17,-21.33,-16.44
62,37375.099265,0.0767,6.0,37375.099265,0.0846,6.0,37375.099265,0.0871,6.0,37375.099265,0.0919,6.0,-10.31,-13.51,-19.83
63,11915.025735,0.0882,3.0,11915.025735,0.0815,3.0,11915.025735,0.0877,3.0,11915.025735,0.0876,3.0,7.58,0.46,0.68
64,13335.496324,0.0774,2.0,13335.496324,0.0779,2.0,13335.496324,0.0867,2.0,13335.496324,0.0875,2.0,-0.66,-12.06,-13.12
65,12613.716912,0.0794,4.0,12613.716912,0.0867,4.0,12613.716912,0.0920,4.0,12613.716912,0.0856,4.0,-9.32,-15.91,-7.92
66,16894.889706,0.0825,4.0,16894.889706,0.0939,4.0,16894.889706,0.0877,4.0,16894.889706,0.0886,4.0,-13.84,-6.36,-7.47
67,25794.875000,0.0833,3.0,25794.875000,0.0792,3.0,25794.875000,0.0858,3.0,25794.875000,0.0869,3.0,4.94,-2.94,-4.33
68,28117.886029,0.0810,6.0,28117.886029,0.0833,6.0,28117.886029,0.0881,6.0,28117.886029,0.0893,6.0,-2.93,-8.82,-10.27
69,10757.459559,0.0854,3.0,10757.459559,0.0802,3.0,10757.459559,0.0872,3.0,10757.459559,0.0997,3.0,6.07,-2.10,-16.69
70,15876.801471,0.0831,4.0,15876.801471,0.0850,4.0,15876.801471,0.0842,4.0,15876.801471,0.0910,4.0,-2.32,-1.36,-9.53
71,17697.680147,0.0813,1.0,17697.680147,0.0856,1.0,17697.680147,0.0857,1.0,17697.680147,0.0926,1.0,-5.33,-5.38,-13.92
72,27050.636029,0.0830,6.0,27050.636029,0.0807,6.0,27050.636029,0.1046,6.0,27050.636029,0.0892,6.0,2.72,-26.04,-7.51
73,21004.779412,0.0818,3.0,21004.779412,0.0905,3.0,21004.779412,0.0934,3.0,21004.779412,0.0958,3.0,-10.60,-14.15,-17.14
74,34774.062500,0.0763,5.0,34774.062500,0.0821,5.0,34774.062500,0.0804,5.0,34774.062500,0.0900,5.0,-7.59,-5.44,-17.95
75,19785.661765,0.0848,3.0,19785.661765,0.0917,3.0,19785.661765,0.1530,3.0,19785.661765,0.0944,3.0,-8.18,-80.51,-11.33
76,16612.213235,0.0761,3.0,16612.213235,0.0835,3.0,16612.213235,0.0823,3.0,16612.213235,0.0847,3.0,-9.75,-8.12,-11.27
77,14685.764706,0.0743,3.0,14685.764706,0.0812,3.0,14685.764706,0.1037,3.0,14685.764706,0.0832,3.0,-9.29,-39.63,-12.04
78,12022.231618,0.0778,3.0,12022.231618,0.0844,3.0,12022.231618,0.0844,3.0,12022.231618,0.0925,3.0,-8.48,-8.54,-19.01
79,13449.533088,0.0825,4.0,13449.533088,0.0850,4.0,13449.533088,0.0893,4.0,13449.533088,0.0901,4.0,-3.06,-8.26,-9.28
80,12896.382353,0.0769,3.0,12896.382353,0.0923,3.0,12896.382353,0.0820,3.0,12896.382353,0.0824,3.0,-20.07,-6.68,-7.07
81,14057.279412,0.0777,2.0,14057.279412,0.0827,2.0,14057.279412,0.1018,2.0,14057.279412,0.0866,2.0,-6.41,-31.09,-11.44
82,31212.518382,0.0776,4.0,31212.518382,0.0910,4.0,31212.518382,0.0958,4.0,31212.518382,0.0906,4.0,-17.18,-23.42,-16.70
83,18758.433824,0.0776,6.0,18758.433824,0.0845,6.0,18758.433824,0.0890,6.0,18758.433824,0.0876,6.0,-8.82,-14.64,-12.88
84,17144.371324,0.0801,3.0,17144.371324,0.0848,3.0,17144.371324,0.0864,3.0,17144.371324,0.0908,3.0,-5.82,-7.75,-13.24
85,13444.073529,0.0913,1.0,13444.073529,0.0891,1.0,13444.073529,0.0892,1.0,13444.073529,0.1026,1.0,2.33,2.25,-12.44
86,11813.694853,0.0750,3.0,11813.694853,0.0864,3.0,11813.694853,0.1013,3.0,11813.694853,0.0824,3.0,-15.26,-35.11,-9.86
87,9675.919118,0.0850,3.0,9675.919118,0.0812,3.0,9675.919118,0.0866,3.0,9675.919118,0.0878,3.0,4.43,-1.96,-3.36
88,10899.540441,0.0830,3.0,10899.540441,0.0891,3.0,10899.540441,0.0894,3.0,10899.540441,0.0889,3.0,-7.36,-7.73,-7.14
89,18643.735294,0.0798,3.0,18643.735294,0.0922,3.0,18643.735294,0.0858,3.0,18643.735294,0.0899,3.0,-15.52,-7.43,-12.54
90,3862.397059,0.0772,5.0,3862.397059,0.0826,5.0,3862.397059,0.0891,5.0,3862.397059,0.1062,5.0,-7.13,-15.48,-37.61
91,2137.555147,0.0806,2.0,2137.555147,0.0860,2.0,2137.555147,0.0904,2.0,2137.555147,0.0949,2.0,-6.68,-12.12,-17.71
92,4459.110294,0.0787,4.0,4459.110294,0.0941,4.0,4459.110294,0.0863,4.0,4459.110294,0.0852,4.0,-19.50,-9.61,-8.25
93,9193.628676,0.0797,4.0,9193.628676,0.0842,4.0,9193.628676,0.1091,4.0,9193.628676,0.0970,4.0,-5.61,-36.77,-21.61
94,20015.290441,0.0844,2.0,20015.290441,0.0891,2.0,20015.290441,0.0889,2.0,20015.290441,0.0960,2.0,-5.54,-5.40,-13.73
95,4509.772059,0.0824,4.0,4509.772059,0.0973,4.0,4509.772059,0.0891,4.0,4509.772059,0.0894,4.0,-18.13,-8.10,-8.55
96,3265.084559,0.0801,3.0,3265.084559,0.0797,3.0,3265.084559,0.0895,3.0,3265.084559,0.0868,3.0,0.60,-11.67,-8.27
97,5962.169118,0.0842,5.0,5962.169118,0.0862,5.0,5962.169118,0.1042,5.0,5962.169118,0.1011,5.0,-2.40,-23.73,-20.04
98,15250.430147,0.0848,3.0,15250.430147,0.0819,3.0,15250.430147,0.0906,3.0,15250.430147,0.0900,3.0,3.36,-6.81,-6.10
99,27924.591912,0.0772,6.0,27924.591912,0.0785,6.0,27924.591912,0.0866,6.0,27924.591912,0.0971,6.0,-1.74,-12.21,-25.88
100,2850.044118,0.0830,2.0,2850.044118,0.0827,2.0,2850.044118,0.0941,2.0,2850.044118,0.0877,2.0,0.36,-13.28,-5.57
101,3049.632353,0.0815,3.0,3049.632353,0.0918,3.0,3049.632353,0.0978,3.0,3049.632353,0.0874,3.0,-12.59,-20.01,-7.24
102,5726.312500,0.0785,3.0,5726.312500,0.0841,3.0,5726.312500,0.0914,3.0,5726.312500,0.0868,3.0,-7.24,-16.53,-10.58
103,16470.724265,0.0821,2.0,16470.724265,0.0913,2.0,16470.724265,0.0902,2.0,16470.724265,0.0952,2.0,-11.26,-9.93,-16.06
104,5239.647059,0.0763,3.0,5239.647059,0.0811,3.0,5239.647059,0.0853,3.0,5239.647059,0.0929,3.0,-6.29,-11.84,-21.82
105,15971.713235,0.0790,3.0,15971.713235,0.0809,3.0,15971.713235,0.0881,3.0,15971.713235,0.0890,3.0,-2.39,-11.48,-12.67
106,3166.136029,0.0773,9.0,3166.136029,0.0818,9.0,3166.136029,0.0919,9.0,3166.136029,0.1258,9.0,-5.79,-18.85,-62.77
107,14560.213235,0.0839,4.0,14560.213235,0.0846,4.0,14560.213235,0.0908,4.0,14560.213235,0.1169,4.0,-0.80,-8.19,-39.31
108,26548.860294,0.0772,6.0,26548.860294,0.0798,6.0,26548.860294,0.0894,6.0,26548.860294,0.0882,6.0,-3.47,-15.89,-14.27
109,12550.724265,0.0854,3.0,12550.724265,0.0882,3.0,12550.724265,0.0968,3.0,12550.724265,0.0913,3.0,-3.25,-13.39,-6.97
110,3085.363971,0.0822,2.0,3085.363971,0.0836,2.0,3085.363971,0.0845,2.0,3085.363971,0.0871,2.0,-1.68,-2.78,-6.03
111,9254.672794,0.0795,3.0,9254.672794,0.0824,3.0,9254.672794,0.0928,3.0,9254.672794,0.0894,3.0,-3.75,-16.73,-12.50
112,7578.264706,0.0838,3.0,7578.264706,0.0840,3.0,7578.264706,0.0881,3.0,7578.264706,0.0904,3.0,-0.24,-5.11,-7.82
113,24179.286765,0.0758,2.0,24179.286765,0.1002,2.0,24179.286765,0.0870,2.0,24179.286765,0.0800,2.0,-32.18,-14.73,-5.57
114,10719.165441,0.0825,5.0,10719.165441,0.0849,5.0,10719.165441,0.0894,5.0,10719.165441,0.0928,5.0,-2.94,-8.45,-12.49
115,9511.452206,0.0794,3.0,9511.452206,0.0818,3.0,9511.452206,0.1015,3.0,9511.452206,0.0864,3.0,-3.07,-27.86,-8.79
116,4912.511029,0.0784,3.0,4912.511029,0.0823,3.0,4912.511029,0.0888,3.0,4912.511029,0.0883,3.0,-5.02,-13.38,-12.70
117,1634.577206,0.0779,5.0,1634.577206,0.0918,5.0,1634.577206,0.0883,5.0,1634.577206,0.0881,5.0,-17.84,-13.32,-13.01
118,16022.761029,0.0829,2.0,16022.761029,0.0867,2.0,16022.761029,0.0888,2.0,16022.761029,0.0883,2.0,-4.55,-7.13,-6.55
119,1754.426471,0.0799,22.0,1754.426471,0.0813,22.0,1754.426471,0.0847,22.0,1754.426471,0.0899,22.0,-1.77,-6.03,-12.45
120,1647.694853,0.0800,4.0,1647.694853,0.0893,4.0,1647.694853,0.1089,4.0,1647.694853,0.0889,4.0,-11.70,-36.12,-11.16
121,18915.202206,0.0813,2.0,18915.202206,0.0847,2.0,18915.202206,0.0986,2.0,18915.202206,0.0904,2.0,-4.18,-21.20,-11.11
122,11197.205882,0.0790,2.0,11197.205882,0.0868,2.0,11197.205882,0.0937,2.0,11197.205882,0.0966,2.0,-9.90,-18.60,-22.34
123,19271.573529,0.0827,3.0,19271.573529,0.0910,3.0,19271.573529,0.0953,3.0,19271.573529,0.0931,3.0,-10.01,-15.15,-12.57
124,16663.691176,0.0792,2.0,16663.691176,0.0830,2.0,16663.691176,0.0968,2.0,16663.691176,0.0906,2.0,-4.78,-22.20,-14.35
125,27547.007353,0.0746,6.0,27547.007353,0.0788,6.0,27547.007353,0.0910,6.0,27547.007353,0.0931,6.0,-5.61,-22.01,-24.85
126,6363.830882,0.0783,3.0,6363.830882,0.0969,3.0,6363.830882,0.0874,3.0,6363.830882,0.0938,3.0,-23.83,-11.64,-19.88
127,1279.628676,0.0799,4.0,1279.628676,0.0857,4.0,1279.628676,0.0982,4.0,1279.628676,0.0920,4.0,-7.28,-22.85,-15.10
128,10421.492647,0.0788,4.0,10421.492647,0.0835,4.0,10421.492647,0.0986,4.0,10421.492647,0.0927,4.0,-5.97,-25.03,-17.62
129,8490.599265,0.0832,6.0,8490.599265,0.0862,6.0,8490.599265,0.0883,6.0,8490.599265,0.0914,6.0,-3.63,-6.09,-9.78
130,28756.356618,0.0840,3.0,28756.356618,0.0840,3.0,28756.356618,0.0919,3.0,28756.356618,0.0924,3.0,0.03,-9.34,-9.94
131,10011.625000,0.0834,4.0,10011.625000,0.1047,4.0,10011.625000,0.0894,4.0,10011.625000,0.0947,4.0,-25.62,-7.21,-13.55
132,26790.698529,0.0840,4.0,26790.698529,0.0847,4.0,26790.698529,0.0998,4.0,26790.698529,0.0904,4.0,-0.78,-18.75,-7.65
133,4051.599265,0.0795,5.0,4051.599265,0.0847,5.0,4051.599265,0.0861,5.0,4051.599265,0.0943,5.0,-6.53,-8.27,-18.50
134,24339.577206,0.0784,2.0,24339.577206,0.0852,2.0,24339.577206,0.0887,2.0,24339.577206,0.0851,2.0,-8.54,-13.08,-8.44
135,16479.823529,0.0822,3.0,16479.823529,0.0844,3.0,16479.823529,0.0900,3.0,16479.823529,0.0986,3.0,-2.58,-9.42,-19.86
136,24498.183824,0.0829,1.0,24498.183824,0.0982,1.0,24498.183824,0.0899,1.0,24498.183824,0.1092,1.0,-18.46,-8.44,-31.71
137,22217.066176,0.0800,3.0,22217.066176,0.0905,3.0,22217.066176,0.0912,3.0,22217.066176,0.0921,3.0,-13.24,-14.10,-15.19
138,23517.797794,0.0750,3.0,23517.797794,0.0783,3.0,23517.797794,0.0882,3.0,23517.797794,0.0844,3.0,-4.38,-17.62,-12.56
139,26082.599265,0.0808,4.0,26082.599265,0.0943,4.0,26082.599265,0.0958,4.0,26082.599265,0.0950,4.0,-16.66,-18.59,-17.57
140,37684.639706,0.0828,3.0,37684.639706,0.0822,3.0,37684.639706,0.1010,3.0,37684.639706,0.0884,3.0,0.69,-21.96,-6.80
141,31060.904412,0.0822,3.0,31060.904412,0.0863,3.0,31060.904412,0.1181,3.0,31060.904412,0.0891,3.0,-4.98,-43.65,-8.38
142,14604.507353,0.0839,2.0,14604.507353,0.0877,2.0,14604.507353,0.0937,2.0,14604.507353,0.1016,2.0,-4.53,-11.60,-21.01
143,10922.466912,0.0789,4.0,10922.466912,0.0825,4.0,10922.466912,0.0887,4.0,10922.466912,0.0940,1.0,-4.60,-12.38,-19.14
144,20637.772059,0.0777,3.0,20637.772059,0.0955,3.0,20637.772059,0.0854,3.0,20637.772059,0.0895,3.0,-22.89,-9.87,-15.10
145,33057.062500,0.0739,6.0,33057.062500,0.0805,6.0,33057.062500,0.0815,6.0,33057.062500,0.0818,6.0,-8.99,-10.40,-10.74
146,15281.985294,0.0793,2.0,15281.985294,0.0865,2.0,15281.985294,0.0929,2.0,15281.985294,0.0990,2.0,-9.07,-17.15,-24.94
147,6839.279412,0.0845,3.0,6839.279412,0.0838,3.0,6839.279412,0.0844,3.0,6839.279412,0.0955,3.0,0.84,0.13,-13.01
148,8746.588235,0.0818,4.0,8746.588235,0.0999,4.0,8746.588235,0.0913,4.0,8746.588235,0.0968,4.0,-22.13,-11.61,-18.33
149,4264.665441,0.0789,3.0,4264.665441,0.0923,3.0,4264.665441,0.0821,3.0,4264.665441,0.0856,3.0,-16.97,-3.93,-8.48
150,19881.301471,0.0771,2.0,19881.301471,0.0798,2.0,19881.301471,0.0845,2.0,19881.301471,0.0817,2.0,-3.52,-9.66,-6.03
151,4603.889706,0.0810,3.0,4603.889706,0.0808,3.0,4603.889706,0.0927,3.0,4603.889706,0.0880,3.0,0.21,-14.53,-8.71
152,31864.290441,0.0770,6.0,31864.290441,0.0760,6.0,31864.290441,0.1231,6.0,31864.290441,0.0940,6.0,1.32,-59.78,-22.05
153,20209.382353,0.0740,4.0,20209.382353,0.0776,4.0,20209.382353,0.1061,4.0,20209.382353,0.1049,4.0,-4.81,-43.33,-41.79
154,36430.746324,0.0743,6.0,36430.746324,0.0807,6.0,36430.746324,0.0801,6.0,36430.746324,0.0854,6.0,-8.64,-7.82,-14.89
155,1346.283088,0.0779,5.0,1346.283088,0.0972,5.0,1346.283088,0.0867,5.0,1346.283088,0.0900,5.0,-24.72,-11.29,-15.47
156,26390.378676,0.0748,2.0,26390.378676,0.0776,2.0,26390.378676,0.0840,2.0,26390.378676,0.0905,2.0,-3.83,-12.43,-21.07
157,2397.047794,0.0799,3.0,2397.047794,0.0827,3.0,2397.047794,0.0895,3.0,2397.047794,0.0950,3.0,-3.46,-11.92,-18.79
158,35849.301471,0.0744,6.0,35849.301471,0.0792,6.0,35849.301471,0.0849,6.0,35849.301471,0.1045,6.0,-6.38,-14.00,-40.39
159,72704.540441,0.0801,2.0,72704.540441,0.0811,2.0,72704.540441,0.0999,2.0,72704.540441,0.1009,2.0,-1.24,-24.71,-25.84
160,2620.069853,0.0786,6.0,2620.069853,0.0795,6.0,2620.069853,0.0838,6.0,2620.069853,0.0905,6.0,-1.15,-6.62,-15.25
161,8027.205882,0.0835,2.0,8027.205882,0.1029,2.0,8027.205882,0.0911,2.0,8027.205882,0.0997,2.0,-23.18,-9.06,-19.39
162,23018.073529,0.0753,2.0,23018.073529,0.0819,2.0,23018.073529,0.0888,2.0,23018.073529,0.0837,2.0,-8.75,-17.96,-11.19
163,5547.033088,0.0806,12.0,5547.033088,0.0819,12.0,5547.033088,0.0915,12.0,5547.033088,0.1162,12.0,-1.58,-13.52,-44.14
164,21751.882353,0.0823,2.0,21751.882353,0.0957,2.0,21751.882353,0.0867,2.0,21751.882353,0.0843,2.0,-16.35,-5.43,-2.51
165,5770.970588,0.0775,5.0,5770.970588,0.0838,5.0,5770.970588,0.0893,5.0,5770.970588,0.0856,5.0,-8.09,-15.27,-10.48
166,14266.113971,0.0780,2.0,14266.113971,0.0887,2.0,14266.113971,0.0825,2.0,14266.113971,0.1097,2.0,-13.73,-5.78,-40.61
167,6270.886029,0.0825,3.0,6270.886029,0.0833,3.0,6270.886029,0.0916,3.0,6270.886029,0.0886,3.0,-1.02,-11.05,-7.46
168,24730.437500,0.0783,2.0,24730.437500,0.0866,2.0,24730.437500,0.0953,2.0,24730.437500,0.0853,2.0,-10.58,-21.71,-9.01
169,10476.272059,0.0768,3.0,10476.272059,0.0801,3.0,10476.272059,0.0867,3.0,10476.272059,0.0823,3.0,-4.33,-12.87,-7.10
170,66430.411765,0.0873,6.0,66430.411765,0.0872,6.0,66430.411765,0.0970,6.0,66430.411765,0.0874,6.0,0.12,-11.20,-0.10
171,4986.080882,0.0801,3.0,4986.080882,0.0829,3.0,4986.080882,0.0857,3.0,4986.080882,0.1058,3.0,-3.40,-6.91,-31.97
172,37378.816176,0.0815,2.0,37378.816176,0.0940,2.0,37378.816176,0.0864,2.0,37378.816176,0.0867,2.0,-15.34,-6.01,-6.39
173,15787.496324,0.0767,3.0,15787.496324,0.1055,3.0,15787.496324,0.0897,3.0,15787.496324,0.0889,3.0,-37.54,-17.06,-15.99
174,50167.621324,0.0777,2.0,50167.621324,0.0819,2.0,50167.621324,0.0935,2.0,50167.621324,0.0854,2.0,-5.34,-20.35,-9.93
175,38740.661765,0.0776,2.0,38740.661765,0.0835,2.0,38740.661765,0.0897,2.0,38740.661765,0.0884,2.0,-7.72,-15.70,-14.03
176,38235.404412,0.0848,4.0,38235.404412,0.0967,4.0,38235.404412,0.1117,4.0,38235.404412,0.0922,4.0,-14.14,-31.81,-8.82
177,4942.588235,0.0805,3.0,4942.588235,0.0855,3.0,4942.588235,0.0844,3.0,4942.588235,0.1002,3.0,-6.19,-4.78,-24.47
178,26956.966912,0.0765,2.0,26956.966912,0.0855,2.0,26956.966912,0.0817,2.0,26956.966912,0.0846,2.0,-11.70,-6.82,-10.58
