tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,27888.665441,0.0206,6.0,0,6.0,27888.665441,0.0265,6.0,0,6.0,-28.47,0.00
1,1237.841912,0.0201,28.0,0,28.0,1237.841912,0.0211,28.0,0,28.0,-4.87,0.00
2,2558.867647,0.0213,42.0,0,42.0,2558.867647,0.0212,42.0,0,42.0,0.55,0.00
3,7725.716912,0.0188,33.0,0,33.0,7725.716912,0.0210,33.0,0,33.0,-11.46,0.00
4,34654.691176,0.0195,26.0,0,26.0,34654.691176,0.0220,26.0,0,26.0,-12.70,0.00
5,4190.746324,0.0188,32.0,0,32.0,4190.746324,0.0229,32.0,0,32.0,-22.07,0.00
6,2336.433824,0.0203,52.0,0,52.0,2336.433824,0.0228,52.0,0,52.0,-12.23,0.00
7,49540.617647,0.0225,43.0,0,43.0,49540.617647,0.0224,43.0,0,43.0,0.39,0.00
8,5636.264706,0.0196,32.0,0,32.0,5636.264706,0.0215,32.0,0,32.0,-9.48,0.00
9,48927.113971,0.0198,7.0,0,7.0,48927.113971,0.0228,7.0,0,7.0,-15.04,0.00
10,21863.345588,0.0224,41.0,0,41.0,21863.345588,0.0229,41.0,0,41.0,-2.03,0.00
11,11801.079044,0.0202,76.0,0,76.0,11801.079044,0.0220,76.0,0,76.0,-8.62,0.00
12,36100.014706,0.0251,6.0,0,6.0,36100.014706,0.0227,6.0,0,6.0,9.85,0.00
13,50612.091912,0.0206,4.0,0,4.0,50612.091912,0.0230,4.0,0,4.0,-11.45,0.00
14,36870.952206,0.0213,25.0,0,25.0,36870.952206,0.0219,25.0,0,25.0,-2.95,0.00
15,37980.441176,0.0184,25.0,0,25.0,37980.441176,0.0253,25.0,0,25.0,-37.33,0.00
16,5761.507353,0.0202,19.0,0,19.0,5761.507353,0.0211,19.0,0,19.0,-4.36,0.00
17,57160.176471,0.0192,43.0,0,43.0,57160.176471,0.0211,43.0,0,43.0,-9.89,0.00
18,4088.834559,0.0205,7.0,0,7.0,4088.834559,0.0212,7.0,0,7.0,-3.75,0.00
19,40378.011029,0.0178,26.0,0,26.0,40378.011029,0.0213,26.0,0,26.0,-19.75,0.00
20,10598.191176,0.0226,74.0,0,74.0,10598.191176,0.0213,74.0,0,74.0,5.53,0.00
21,31159.551471,0.0214,7.0,0,7.0,31159.551471,0.0222,7.0,0,7.0,-3.50,0.00
