tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,56199.003676,0.0213,32.0,0,32.0,56199.003676,0.0208,32.0,0,32.0,2.49,0.00
1,56564.069853,0.0197,38.0,0,38.0,56564.069853,0.0197,38.0,0,38.0,-0.11,0.00
2,1579.569853,0.0181,14.0,0,14.0,1579.569853,0.0203,14.0,0,14.0,-12.19,0.00
3,1150.654412,0.0195,15.0,0,15.0,1150.654412,0.0206,15.0,0,15.0,-5.55,0.00
4,832.738971,0.0182,7.0,0,7.0,832.738971,0.0204,7.0,0,7.0,-11.84,0.00
5,57839.830882,0.0205,36.0,0,36.0,57839.830882,0.0204,36.0,0,36.0,0.54,0.00
6,1024.327206,0.0191,14.0,0,14.0,1024.327206,0.0217,14.0,0,14.0,-13.95,0.00
7,1382.113971,0.0191,14.0,0,14.0,1382.113971,0.0222,14.0,0,14.0,-16.38,0.00
8,65915.602941,0.0177,36.0,0,36.0,65915.602941,0.0219,36.0,0,36.0,-23.73,0.00
9,35076.003676,0.0190,36.0,0,36.0,35076.003676,0.0211,36.0,0,36.0,-10.75,0.00
10,3382.268382,0.0184,6.0,0,6.0,3382.268382,0.0198,6.0,0,6.0,-7.66,0.00
11,31999.408088,0.0188,37.0,0,37.0,31999.408088,0.0214,37.0,0,37.0,-13.58,0.00
12,52728.102941,0.0181,34.0,0,34.0,52728.102941,0.0220,34.0,0,34.0,-21.66,0.00
13,46757.422794,0.0192,34.0,0,34.0,46757.422794,0.0213,34.0,0,34.0,-10.88,0.00
14,3665.488971,0.0166,7.0,0,7.0,3665.488971,0.0204,7.0,0,7.0,-22.96,0.00
15,97983.705882,0.0180,29.0,0,29.0,97983.705882,0.0190,29.0,0,29.0,-5.53,0.00
16,1241.341912,0.0196,6.0,0,6.0,1241.341912,0.0236,6.0,0,6.0,-20.36,0.00
17,60555.430147,0.0207,36.0,0,36.0,60555.430147,0.0200,36.0,0,36.0,3.64,0.00
18,37721.169118,0.0192,37.0,0,37.0,37721.169118,0.0207,37.0,0,37.0,-7.87,0.00
19,57697.029412,0.0207,5.0,0,5.0,57697.029412,0.0192,5.0,0,5.0,7.14,0.00
20,43440.198529,0.0227,34.0,0,34.0,43440.198529,0.0216,34.0,0,34.0,4.82,0.00
21,37559.088235,0.0187,34.0,0,34.0,37559.088235,0.0230,34.0,0,34.0,-22.96,0.00
22,69955.430147,0.0186,33.0,0,33.0,69955.430147,0.0272,33.0,0,33.0,-46.63,0.00
23,31923.132353,0.0196,33.0,0,33.0,31923.132353,0.0248,33.0,0,33.0,-26.61,0.00
24,1349.272059,0.0181,28.0,0,28.0,1349.272059,0.0179,28.0,0,28.0,0.75,0.00
25,73363.955882,0.0188,34.0,0,34.0,73363.955882,0.0206,34.0,0,34.0,-9.33,0.00
26,1512.139706,0.0174,28.0,0,28.0,1512.139706,0.0197,28.0,0,28.0,-13.45,0.00
27,56013.000000,0.0185,35.0,0,35.0,56013.000000,0.0195,35.0,0,35.0,-4.99,0.00
28,41549.841912,0.0196,23.0,0,23.0,41549.841912,0.0201,23.0,0,23.0,-2.51,0.00
29,53706.345588,0.0185,33.0,0,33.0,53706.345588,0.0199,33.0,0,33.0,-7.71,0.00
30,36348.952206,0.0183,29.0,0,29.0,36348.952206,0.0196,29.0,0,29.0,-7.06,0.00
31,53217.584559,0.0183,35.0,0,35.0,53217.584559,0.0229,35.0,0,35.0,-25.58,0.00
32,1205.955882,0.0183,14.0,0,14.0,1205.955882,0.0206,14.0,0,14.0,-12.85,0.00
33,1199.636029,0.0186,4.0,0,4.0,1199.636029,0.0201,4.0,0,4.0,-7.87,0.00
34,72084.691176,0.0177,35.0,0,35.0,72084.691176,0.0200,35.0,0,35.0,-12.64,0.00
35,1364.051471,0.0181,16.0,0,16.0,1364.051471,0.0213,16.0,0,16.0,-17.57,0.00
36,783.922794,0.0176,24.0,0,24.0,783.922794,0.0189,24.0,0,24.0,-7.05,0.00
37,52379.665441,0.0194,36.0,0,36.0,52379.665441,0.0208,36.0,0,36.0,-7.07,0.00
38,1068.382353,0.0194,15.0,0,15.0,1068.382353,0.0196,15.0,0,15.0,-0.93,0.00
39,402.029412,0.0182,28.0,0,28.0,402.029412,0.0203,28.0,0,28.0,-11.72,0.00
40,250.272059,0.0181,5.0,0,5.0,250.272059,0.0197,5.0,0,5.0,-8.56,0.00
41,307.095588,0.0187,5.0,0,5.0,307.095588,0.0199,5.0,0,5.0,-6.04,0.00
42,39759.691176,0.0190,31.0,0,31.0,39759.691176,0.0200,31.0,0,31.0,-5.13,0.00
43,82529.231618,0.0181,36.0,0,36.0,82529.231618,0.0215,36.0,0,36.0,-18.56,0.00
44,112.272059,0.0199,35.0,0,35.0,112.272059,0.0192,35.0,0,35.0,3.07,0.00
45,42595.566176,0.0191,21.0,0,21.0,42595.566176,0.0202,21.0,0,21.0,-5.74,0.00
46,60.875000,0.0168,41.0,0,41.0,60.875000,0.0224,41.0,0,41.0,-33.37,0.00
47,34804.838235,0.0185,8.0,0,8.0,34804.838235,0.0212,8.0,0,8.0,-14.21,0.00
48,62652.658088,0.0198,38.0,0,38.0,62652.658088,0.0222,38.0,0,38.0,-12.39,0.00
49,57679.172794,0.0194,6.0,0,6.0,57679.172794,0.0215,6.0,0,6.0,-10.79,0.00
50,1466.345588,0.0184,7.0,0,7.0,1466.345588,0.0196,7.0,0,7.0,-6.24,0.00
51,1554.113971,0.0186,4.0,0,4.0,1554.113971,0.0190,4.0,0,4.0,-1.96,0.00
52,54644.426471,0.0207,30.0,0,30.0,54644.426471,0.0205,30.0,0,30.0,0.96,0.00
53,819.735294,0.0174,14.0,0,14.0,819.735294,0.0197,14.0,0,14.0,-13.64,0.00
54,96157.816176,0.0187,33.0,0,33.0,96157.816176,0.0204,33.0,0,33.0,-9.04,0.00
55,47779.713235,0.0184,36.0,0,36.0,47779.713235,0.0216,36.0,0,36.0,-17.00,0.00
56,68406.088235,0.0188,37.0,0,37.0,68406.088235,0.0207,37.0,0,37.0,-9.72,0.00
57,734.150735,0.0175,15.0,0,15.0,734.150735,0.0198,15.0,0,15.0,-13.06,0.00
58,59488.856618,0.0192,36.0,0,36.0,59488.856618,0.0202,36.0,0,36.0,-5.47,0.00
