tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,1890.246324,0.0221,31.0,0,31.0,1890.246324,0.0226,31.0,0,31.0,-2.30,0.00
1,342.841912,0.0207,5.0,0,5.0,342.841912,0.0226,5.0,0,5.0,-9.51,0.00
2,28535.165441,0.0212,33.0,0,33.0,28535.165441,0.0229,33.0,0,33.0,-7.78,0.00
3,37521.220588,0.0230,6.0,0,6.0,37521.220588,0.0206,6.0,0,6.0,10.28,0.00
4,246.356618,0.0199,28.0,0,28.0,246.356618,0.0212,28.0,0,28.0,-6.24,0.00
5,951.900735,0.0178,24.0,0,24.0,951.900735,0.0210,24.0,0,24.0,-17.67,0.00
6,1196.610294,0.0201,28.0,0,28.0,1196.610294,0.0205,28.0,0,28.0,-2.09,0.00
7,1229.312500,0.0189,24.0,0,24.0,1229.312500,0.0209,24.0,0,24.0,-10.41,0.00
8,543.073529,0.0205,7.0,0,7.0,543.073529,0.0209,7.0,0,7.0,-1.74,0.00
9,63421.167279,0.0211,72.0,0,72.0,63421.167279,0.0212,72.0,0,72.0,-0.35,0.00
10,46971.911765,0.0220,80.0,0,80.0,46971.911765,0.0216,80.0,0,80.0,1.93,0.00
11,61797.318015,0.0200,69.0,0,69.0,61797.318015,0.0220,69.0,0,69.0,-10.38,0.00
12,45463.444853,0.0194,71.0,0,71.0,45463.444853,0.0231,71.0,0,71.0,-19.55,0.00
13,9082.941176,0.0194,35.0,0,35.0,9082.941176,0.0221,35.0,0,35.0,-13.77,0.00
14,14249.073529,0.0205,33.0,0,33.0,14249.073529,0.0217,33.0,0,33.0,-6.02,0.00
15,6843.606618,0.0191,31.0,0,31.0,6843.606618,0.0232,31.0,0,31.0,-21.63,0.00
16,594.033088,0.0196,6.0,0,6.0,594.033088,0.0222,6.0,0,6.0,-13.63,0.00
17,432.955882,0.0183,6.0,0,6.0,432.955882,0.0231,6.0,0,6.0,-26.14,0.00
18,26659.382353,0.0209,6.0,0,6.0,26659.382353,0.0220,6.0,0,6.0,-5.43,0.00
19,24052.345588,0.0201,43.0,0,43.0,24052.345588,0.0229,43.0,0,43.0,-14.09,0.00
20,1111.466912,0.0186,17.0,0,17.0,1111.466912,0.0218,17.0,0,17.0,-16.91,0.00
21,28850.452206,0.0196,25.0,0,25.0,28850.452206,0.0226,25.0,0,25.0,-15.50,0.00
22,453.466912,0.0194,31.0,0,31.0,453.466912,0.0228,31.0,0,31.0,-17.91,0.00
23,656.327206,0.0182,35.0,0,35.0,656.327206,0.0211,35.0,0,35.0,-15.84,0.00
24,1365.650735,0.0196,29.0,0,29.0,1365.650735,0.0210,29.0,0,29.0,-6.92,0.00
