tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,6199.713235,0.0226,31.0,0,31.0,6199.713235,0.0209,31.0,0,31.0,7.32,0.00
1,35651.882353,0.0217,8.0,0,8.0,35651.882353,0.0221,8.0,0,8.0,-1.89,0.00
2,108130.518382,0.0224,7.0,0,7.0,108130.518382,0.0219,7.0,0,7.0,2.22,0.00
3,118240.492647,0.0207,7.0,0,7.0,118240.492647,0.0222,7.0,0,7.0,-7.26,0.00
4,1719.268382,0.0309,6.0,0,6.0,1719.268382,0.0223,6.0,0,6.0,27.78,0.00
5,42681.084559,0.0215,41.0,0,41.0,42681.084559,0.0198,41.0,0,41.0,7.85,0.00
6,7066.731618,0.0230,65.0,0,65.0,7066.731618,0.0230,65.0,0,65.0,0.07,0.00
7,8360.886029,0.0196,39.0,0,39.0,8360.886029,0.0216,39.0,0,39.0,-10.19,0.00
8,126103.136029,0.0209,5.0,0,5.0,126103.136029,0.0215,5.0,0,5.0,-2.91,0.00
9,10495.154412,0.0206,3.0,0,3.0,10495.154412,0.0214,3.0,0,3.0,-4.00,0.00
10,47355.080882,0.0202,42.0,0,42.0,47355.080882,0.0230,42.0,0,42.0,-14.29,0.00
11,9837.801471,0.0193,31.0,0,31.0,9837.801471,0.0229,31.0,0,31.0,-18.25,0.00
12,33118.628676,0.0214,34.0,0,34.0,33118.628676,0.0235,34.0,0,34.0,-9.53,0.00
13,88720.205882,0.0208,38.0,0,38.0,88720.205882,0.0219,38.0,0,38.0,-4.87,0.00
14,42440.797794,0.0211,34.0,0,34.0,42440.797794,0.0225,34.0,0,34.0,-6.52,0.00
15,40660.250000,0.0211,27.0,0,27.0,40660.250000,0.0222,27.0,0,27.0,-5.09,0.00
16,79641.915441,0.0207,38.0,0,38.0,79641.915441,0.0211,38.0,0,38.0,-1.79,0.00
17,39074.389706,0.0206,7.0,0,7.0,39074.389706,0.0210,7.0,0,7.0,-2.06,0.00
18,174016.812500,0.0204,46.0,0,46.0,174016.812500,0.0224,46.0,0,46.0,-9.86,0.00
19,14521.125000,0.0204,27.0,0,27.0,14521.125000,0.0205,27.0,0,27.0,-0.50,0.00
20,38570.926471,0.0198,43.0,0,43.0,38570.926471,0.0214,43.0,0,43.0,-7.90,0.00
21,14490.209559,0.0211,29.0,0,29.0,14490.209559,0.0205,29.0,0,29.0,2.82,0.00
22,14068.139706,0.0201,31.0,0,31.0,14068.139706,0.0209,31.0,0,31.0,-4.24,0.00
23,1314.025735,0.0181,4.0,0,4.0,1314.025735,0.0215,4.0,0,4.0,-18.71,0.00
24,2811.286765,0.0202,34.0,0,34.0,2811.286765,0.0199,34.0,0,34.0,1.77,0.00
25,1176.511029,0.0204,6.0,0,6.0,1176.511029,0.0215,6.0,0,6.0,-5.17,0.00
26,86535.930147,0.0227,44.0,0,44.0,86535.930147,0.0228,44.0,0,44.0,-0.41,0.00
27,35370.727941,0.0204,4.0,0,4.0,35370.727941,0.0216,4.0,0,4.0,-5.89,0.00
28,36747.444853,0.0210,7.0,0,7.0,36747.444853,0.0213,7.0,0,7.0,-1.11,0.00
29,98095.547794,0.0197,8.0,0,8.0,98095.547794,0.0236,8.0,0,8.0,-19.72,0.00
30,50690.558824,0.0184,39.0,0,39.0,50690.558824,0.0215,39.0,0,39.0,-16.91,0.00
31,7430.919118,0.0214,30.0,0,30.0,7430.919118,0.0208,30.0,0,30.0,2.38,0.00
32,49436.485294,0.0202,36.0,0,36.0,49436.485294,0.0232,36.0,0,36.0,-14.82,0.00
33,121181.470588,0.0209,40.0,0,40.0,121181.470588,0.0222,40.0,0,40.0,-5.82,0.00
34,42952.198529,0.0193,25.0,0,25.0,42952.198529,0.0227,25.0,0,25.0,-17.73,0.00
35,46014.389706,0.0182,5.0,0,5.0,46014.389706,0.0213,5.0,0,5.0,-17.23,0.00
36,975.911765,0.0186,29.0,0,29.0,975.911765,0.0200,29.0,0,29.0,-7.36,0.00
37,25029.915441,0.0200,32.0,0,32.0,25029.915441,0.0209,32.0,0,32.0,-4.74,0.00
38,42038.187500,0.0221,8.0,0,8.0,42038.187500,0.0226,8.0,0,8.0,-1.98,0.00
39,5935.525735,0.0202,43.0,0,43.0,5935.525735,0.0200,43.0,0,43.0,1.13,0.00
40,78122.202206,0.0201,39.0,0,39.0,78122.202206,0.0214,39.0,0,39.0,-6.52,0.00
41,1597.198529,0.0217,31.0,0,31.0,1597.198529,0.0221,31.0,0,31.0,-1.52,0.00
42,2175.665441,0.0200,31.0,0,31.0,2175.665441,0.0206,31.0,0,31.0,-3.08,0.00
43,1085.018382,0.0196,32.0,0,32.0,1085.018382,0.0199,32.0,0,32.0,-1.65,0.00
44,4295.761029,0.0186,28.0,0,28.0,4295.761029,0.0216,28.0,0,28.0,-16.25,0.00
45,5453.180147,0.0198,6.0,0,6.0,5453.180147,0.0229,6.0,0,6.0,-15.44,0.00
46,4431.216912,0.0189,37.0,0,37.0,4431.216912,0.0231,37.0,0,37.0,-22.31,0.00
47,75190.944853,0.0195,39.0,0,39.0,75190.944853,0.0292,39.0,0,39.0,-49.43,0.00
48,104438.860294,0.0183,7.0,0,7.0,104438.860294,0.0210,7.0,0,7.0,-14.81,0.00
49,901.558824,0.0179,36.0,0,36.0,901.558824,0.0218,36.0,0,36.0,-22.07,0.00
50,5734.665441,0.0213,27.0,0,27.0,5734.665441,0.0206,27.0,0,27.0,3.19,0.00
