tm_index,cold_target,cold_solve_time,cold_iterations,cold_bar_iterations,cold_simplex_iterations,warm_target,warm_solve_time,warm_iterations,warm_bar_iterations,warm_simplex_iterations,time_improvement_pct,iter_improvement_pct
0,8852.595588,0.0219,39.0,0,39.0,8852.595588,0.0205,39.0,0,39.0,6.40,0.00
1,5364.158088,0.0213,47.0,0,47.0,5364.158088,0.0231,47.0,0,47.0,-8.23,0.00
2,10477.301471,0.0196,28.0,0,28.0,10477.301471,0.0202,28.0,0,28.0,-3.41,0.00
3,40108.279412,0.0210,30.0,0,30.0,40108.279412,0.0220,30.0,0,30.0,-4.75,0.00
4,10713.750000,0.0200,27.0,0,27.0,10713.750000,0.0238,27.0,0,27.0,-18.94,0.00
5,5517.371324,0.0207,6.0,0,6.0,5517.371324,0.0198,6.0,0,6.0,4.37,0.00
6,5679.316176,0.0217,6.0,0,6.0,5679.316176,0.0216,6.0,0,6.0,0.37,0.00
7,47583.400735,0.0211,39.0,0,39.0,47583.400735,0.0204,39.0,0,39.0,2.93,0.00
8,1606.077206,0.0192,42.0,0,42.0,1606.077206,0.0226,42.0,0,42.0,-18.07,0.00
9,9584.496324,0.0193,64.0,0,64.0,9584.496324,0.0208,64.0,0,64.0,-7.47,0.00
10,30801.709559,0.0207,41.0,0,41.0,30801.709559,0.0213,41.0,0,41.0,-2.65,0.00
11,839.702206,0.0213,39.0,0,39.0,839.702206,0.0213,39.0,0,39.0,-0.04,0.00
12,32387.066176,0.0191,41.0,0,41.0,32387.066176,0.0221,41.0,0,41.0,-15.68,0.00
13,4199.279412,0.0209,18.0,0,18.0,4199.279412,0.0253,18.0,0,18.0,-21.10,0.00
14,1662.408088,0.0208,30.0,0,30.0,1662.408088,0.0220,30.0,0,30.0,-5.70,0.00
15,31045.455882,0.0205,41.0,0,41.0,31045.455882,0.0222,41.0,0,41.0,-8.51,0.00
16,34055.830882,0.0212,41.0,0,41.0,34055.830882,0.0244,41.0,0,41.0,-14.90,0.00
17,1177.595588,0.0184,16.0,0,16.0,1177.595588,0.0206,16.0,0,16.0,-12.01,0.00
18,1181.691176,0.0203,42.0,0,42.0,1181.691176,0.0207,42.0,0,42.0,-1.96,0.00
19,25006.606618,0.0203,22.0,0,22.0,25006.606618,0.0204,22.0,0,22.0,-0.82,0.00
20,1256.253676,0.0190,40.0,0,40.0,1256.253676,0.0221,40.0,0,40.0,-16.26,0.00
21,25284.386029,0.0218,32.0,0,32.0,25284.386029,0.0207,32.0,0,32.0,4.92,0.00
22,66165.555147,0.0269,41.0,0,41.0,66165.555147,0.0209,41.0,0,41.0,22.21,0.00
23,41844.602941,0.0217,7.0,0,7.0,41844.602941,0.0215,7.0,0,7.0,0.54,0.00
24,22791.084559,0.0208,41.0,0,41.0,22791.084559,0.0346,41.0,0,41.0,-66.18,0.00
25,58373.775735,0.0196,41.0,0,41.0,58373.775735,0.0246,41.0,0,41.0,-25.70,0.00
26,11344.224265,0.0195,24.0,0,24.0,11344.224265,0.0253,24.0,0,24.0,-29.40,0.00
27,14236.363971,0.0192,7.0,0,7.0,14236.363971,0.0280,7.0,0,7.0,-45.33,0.00
28,8790.128676,0.0191,38.0,0,38.0,8790.128676,0.0290,38.0,0,38.0,-51.80,0.00
29,4390.569853,0.0190,39.0,0,39.0,4390.569853,0.0203,39.0,0,39.0,-7.04,0.00
30,16654.113971,0.0200,21.0,0,21.0,16654.113971,0.0233,21.0,0,21.0,-16.86,0.00
31,7521.944853,0.0194,5.0,0,5.0,7521.944853,0.0247,5.0,0,5.0,-27.29,0.00
32,1464.580882,0.0193,14.0,0,14.0,1464.580882,0.0235,14.0,0,14.0,-21.79,0.00
33,54765.029412,0.0207,41.0,0,41.0,54765.029412,0.0204,41.0,0,41.0,1.34,0.00
34,69208.312500,0.0192,41.0,0,41.0,69208.312500,0.0256,41.0,0,41.0,-33.32,0.00
35,36581.283088,0.0193,7.0,0,7.0,36581.283088,0.0218,7.0,0,7.0,-13.19,0.00
36,3660.841912,0.0173,29.0,0,29.0,3660.841912,0.0271,29.0,0,29.0,-56.40,0.00
37,19881.628676,0.0193,40.0,0,40.0,19881.628676,0.0300,40.0,0,40.0,-55.30,0.00
38,16378.511029,0.0210,35.0,0,35.0,16378.511029,0.0288,35.0,0,35.0,-37.38,0.00
39,65812.680147,0.0206,41.0,0,41.0,65812.680147,0.0214,41.0,0,41.0,-3.87,0.00
40,7522.812500,0.0187,5.0,0,5.0,7522.812500,0.0192,5.0,0,5.0,-2.34,0.00
41,8319.875000,0.0199,41.0,0,41.0,8319.875000,0.0228,41.0,0,41.0,-14.92,0.00
42,53822.213235,0.0200,39.0,0,39.0,53822.213235,0.0229,39.0,0,39.0,-14.58,0.00
43,1138.172794,0.0200,14.0,0,14.0,1138.172794,0.0204,14.0,0,14.0,-2.10,0.00
44,57219.444853,0.0194,39.0,0,39.0,57219.444853,0.0199,39.0,0,39.0,-2.47,0.00
45,10967.628676,0.0188,16.0,0,16.0,10967.628676,0.0209,16.0,0,16.0,-10.90,0.00
46,9571.463235,0.0191,35.0,0,35.0,9571.463235,0.0211,35.0,0,35.0,-10.10,0.00
47,11363.742647,0.0186,5.0,0,5.0,11363.742647,0.0209,5.0,0,5.0,-12.09,0.00
48,9845.253676,0.0204,35.0,0,35.0,9845.253676,0.0216,35.0,0,35.0,-5.70,0.00
49,7946.875000,0.0207,36.0,0,36.0,7946.875000,0.0241,36.0,0,36.0,-16.09,0.00
50,3317.345588,0.0171,6.0,0,6.0,3317.345588,0.0191,6.0,0,6.0,-11.61,0.00
51,7737.051471,0.0196,6.0,0,6.0,7737.051471,0.0196,6.0,0,6.0,0.34,0.00
52,8793.694853,0.0208,36.0,0,36.0,8793.694853,0.0224,36.0,0,36.0,-7.57,0.00
53,44398.768382,0.0191,39.0,0,39.0,44398.768382,0.0203,39.0,0,39.0,-6.35,0.00
54,33937.470588,0.0205,40.0,0,40.0,33937.470588,0.0239,40.0,0,40.0,-16.53,0.00
55,31002.772059,0.0189,40.0,0,40.0,31002.772059,0.0218,40.0,0,40.0,-15.21,0.00
56,19413.845588,0.0196,40.0,0,40.0,19413.845588,0.0224,40.0,0,40.0,-14.22,0.00
57,36617.055147,0.0229,41.0,0,41.0,36617.055147,0.0202,41.0,0,41.0,11.41,0.00
58,29159.069853,0.0214,40.0,0,40.0,29159.069853,0.0244,40.0,0,40.0,-13.75,0.00
59,6348.224265,0.0189,16.0,0,16.0,6348.224265,0.0193,16.0,0,16.0,-2.06,0.00
60,9344.102941,0.0181,16.0,0,16.0,9344.102941,0.0198,16.0,0,16.0,-9.10,0.00
61,26179.356618,0.0183,8.0,0,8.0,26179.356618,0.0209,8.0,0,8.0,-14.44,0.00
62,912.268382,0.0207,16.0,0,16.0,912.268382,0.0201,16.0,0,16.0,2.68,0.00
63,42629.419118,0.0196,40.0,0,40.0,42629.419118,0.0244,40.0,0,40.0,-24.50,0.00
64,32906.091912,0.0197,39.0,0,39.0,32906.091912,0.0220,39.0,0,39.0,-11.48,0.00
65,75454.772059,0.0196,41.0,0,41.0,75454.772059,0.0226,41.0,0,41.0,-15.01,0.00
66,15750.944853,0.0201,13.0,0,13.0,15750.944853,0.0196,13.0,0,13.0,2.51,0.00
67,44717.363971,0.0220,40.0,0,40.0,44717.363971,0.0208,40.0,0,40.0,5.39,0.00
68,5922.117647,0.0194,14.0,0,14.0,5922.117647,0.0202,14.0,0,14.0,-4.25,0.00
69,1195.886029,0.0186,14.0,0,14.0,1195.886029,0.0175,14.0,0,14.0,5.80,0.00
70,1089.533088,0.0208,43.0,0,43.0,1089.533088,0.0185,43.0,0,43.0,10.70,0.00
71,66550.764706,0.0212,39.0,0,39.0,66550.764706,0.0212,39.0,0,39.0,0.05,0.00
72,14037.665441,0.0214,39.0,0,39.0,14037.665441,0.0189,39.0,0,39.0,11.62,0.00
73,72577.974265,0.0195,39.0,0,39.0,72577.974265,0.0191,39.0,0,39.0,2.24,0.00
