tm_index,cold_target,cold_solve_time,cold_iterations,minhop_target,minhop_solve_time,minhop_iterations,loadbalance_target,loadbalance_solve_time,loadbalance_iterations,greedyqos_target,greedyqos_solve_time,greedyqos_iterations,minhop_improvement_pct,loadbalance_improvement_pct,greedyqos_improvement_pct
39,14659.812500,0.0214,23.0,14659.812500,0.0231,23.0,14659.812500,0.0215,23.0,14659.812500,0.0232,23.0,-7.90,-0.25,-8.49
40,2569.661765,0.0211,17.0,2569.661765,0.0200,17.0,2569.661765,0.0224,17.0,2569.661765,0.0255,17.0,5.13,-6.39,-20.63
41,37350.625000,0.0219,3.0,37350.625000,0.0239,3.0,37350.625000,0.0218,3.0,37350.625000,0.0235,3.0,-9.38,0.56,-7.27
42,11044.959559,0.0228,20.0,11044.959559,0.0230,20.0,11044.959559,0.0207,20.0,11044.959559,0.0274,20.0,-1.03,8.94,-20.16
43,16527.426471,0.0214,3.0,16527.426471,0.0237,3.0,16527.426471,0.0293,3.0,16527.426471,0.0249,3.0,-10.90,-36.88,-16.46
44,11133.485294,0.0214,3.0,11133.485294,0.0239,3.0,11133.485294,0.0215,3.0,11133.485294,0.0240,3.0,-11.62,-0.40,-12.37
45,26376.088235,0.0220,21.0,26376.088235,0.0204,21.0,26376.088235,0.0221,21.0,26376.088235,0.0238,21.0,7.43,-0.34,-8.12
46,3045.011029,0.0199,23.0,3045.011029,0.0187,23.0,3045.011029,0.0244,23.0,3045.011029,0.0228,23.0,6.25,-22.52,-14.47
47,19130.011029,0.0287,24.0,19130.011029,0.0255,24.0,19130.011029,0.0264,24.0,19130.011029,0.0233,24.0,11.11,7.90,18.84
48,11439.459559,0.0280,3.0,11439.459559,0.0204,3.0,11439.459559,0.0282,3.0,11439.459559,0.0287,3.0,26.96,-1.02,-2.71
49,10478.268382,0.0236,23.0,10478.268382,0.0236,23.0,10478.268382,0.0307,23.0,10478.268382,0.0318,23.0,0.04,-29.75,-34.37
50,12597.036765,0.0201,21.0,12597.036765,0.0213,21.0,12597.036765,0.0189,21.0,12597.036765,0.0243,21.0,-6.11,6.15,-21.03
51,18981.544118,0.0203,2.0,18981.544118,0.0265,2.0,18981.544118,0.0234,2.0,18981.544118,0.0281,2.0,-30.71,-15.49,-38.93
52,3710.863971,0.0197,4.0,3710.863971,0.0290,4.0,3710.863971,0.0218,4.0,3710.863971,0.0243,4.0,-47.43,-10.70,-23.16
53,26940.911765,0.0284,16.0,26940.911765,0.0212,16.0,26940.911765,0.0215,16.0,26940.911765,0.0269,16.0,25.18,24.28,5.20
54,5933.566176,0.0228,4.0,5933.566176,0.0216,4.0,5933.566176,0.0209,4.0,5933.566176,0.0272,4.0,5.03,8.09,-19.40
55,39537.312500,0.0203,5.0,39537.312500,0.0199,5.0,39537.312500,0.0198,5.0,39537.312500,0.0282,5.0,1.84,2.23,-39.37
56,17092.713235,0.0290,26.0,17092.713235,0.0212,26.0,17092.713235,0.0210,26.0,17092.713235,0.0226,26.0,27.01,27.58,21.87
57,32192.220588,0.0231,7.0,32192.220588,0.0242,7.0,32192.220588,0.0206,7.0,32192.220588,0.0263,7.0,-4.68,11.01,-13.71
58,12157.397059,0.0219,3.0,12157.397059,0.0268,3.0,12157.397059,0.0213,3.0,12157.397059,0.0245,3.0,-22.29,2.76,-11.70
59,15155.503676,0.0235,31.0,15155.503676,0.0230,31.0,15155.503676,0.0215,31.0,15155.503676,0.0232,31.0,2.12,8.71,1.57
60,11915.198529,0.0228,2.0,11915.198529,0.0227,2.0,11915.198529,0.0243,2.0,11915.198529,0.0233,2.0,0.43,-6.60,-2.41
61,12601.705882,0.0215,6.0,12601.705882,0.0217,6.0,12601.705882,0.0253,6.0,12601.705882,0.0249,6.0,-1.18,-17.60,-15.74
62,37375.099265,0.0194,6.0,37375.099265,0.0227,6.0,37375.099265,0.0214,6.0,37375.099265,0.0233,6.0,-17.49,-10.46,-20.41
63,13103.841912,0.0209,29.0,13103.841912,0.0267,29.0,13103.841912,0.0229,29.0,13103.841912,0.0213,29.0,-28.01,-9.62,-2.16
64,13335.496324,0.0189,3.0,13335.496324,0.0210,3.0,13335.496324,0.0229,3.0,13335.496324,0.0230,3.0,-11.36,-21.36,-21.99
65,13095.606618,0.0195,27.0,13095.606618,0.0234,27.0,13095.606618,0.0216,27.0,13095.606618,0.0229,27.0,-20.31,-10.81,-17.63
66,17280.852941,0.0204,27.0,17280.852941,0.0222,27.0,17280.852941,0.0275,27.0,17280.852941,0.0226,27.0,-8.61,-34.40,-10.41
67,25794.875000,0.0217,3.0,25794.875000,0.0232,3.0,25794.875000,0.0231,3.0,25794.875000,0.0245,3.0,-6.99,-6.29,-12.87
68,28117.886029,0.0225,6.0,28117.886029,0.0234,6.0,28117.886029,0.0242,6.0,28117.886029,0.0254,6.0,-3.96,-7.52,-12.80
69,11701.077206,0.0217,28.0,11701.077206,0.0227,28.0,11701.077206,0.0217,28.0,11701.077206,0.0236,28.0,-4.17,0.13,-8.71
70,16361.882353,0.0198,26.0,16361.882353,0.0218,26.0,16361.882353,0.0235,26.0,16361.882353,0.0242,26.0,-10.26,-18.92,-22.27
71,17697.680147,0.0197,4.0,17697.680147,0.0216,4.0,17697.680147,0.0234,4.0,17697.680147,0.0232,4.0,-9.85,-19.07,-17.86
72,27050.636029,0.0216,6.0,27050.636029,0.0239,6.0,27050.636029,0.0223,6.0,27050.636029,0.0277,6.0,-10.77,-3.60,-28.20
73,21302.036765,0.0238,33.0,21302.036765,0.0317,33.0,21302.036765,0.0221,33.0,21302.036765,0.0255,33.0,-33.23,7.26,-6.83
74,35137.176471,0.0222,16.0,35137.176471,0.0207,16.0,35137.176471,0.0220,16.0,35137.176471,0.0250,16.0,6.96,1.00,-12.75
75,20240.786765,0.0232,30.0,20240.786765,0.0238,30.0,20240.786765,0.0228,30.0,20240.786765,0.0302,30.0,-2.62,1.63,-30.38
76,16612.213235,0.0200,3.0,16612.213235,0.0304,3.0,16612.213235,0.0232,3.0,16612.213235,0.0240,3.0,-52.46,-16.48,-20.35
77,14685.764706,0.0193,3.0,14685.764706,0.0206,3.0,14685.764706,0.0223,3.0,14685.764706,0.0252,3.0,-6.69,-15.39,-30.19
78,12852.775735,0.0206,29.0,12852.775735,0.0207,29.0,12852.775735,0.0279,29.0,12852.775735,0.0325,29.0,-0.49,-35.74,-57.69
79,14379.485294,0.0238,33.0,14379.485294,0.0216,33.0,14379.485294,0.0221,33.0,14379.485294,0.0237,33.0,9.18,7.16,0.10
80,12896.382353,0.0204,3.0,12896.382353,0.0253,3.0,12896.382353,0.0268,3.0,12896.382353,0.0234,3.0,-24.03,-31.37,-14.45
81,14057.279412,0.0222,2.0,14057.279412,0.0267,2.0,14057.279412,0.0245,2.0,14057.279412,0.0236,2.0,-20.31,-10.57,-6.26
82,31212.518382,0.0256,5.0,31212.518382,0.0227,5.0,31212.518382,0.0212,5.0,31212.518382,0.0260,5.0,11.59,17.34,-1.55
83,18758.433824,0.0208,6.0,18758.433824,0.0257,6.0,18758.433824,0.0268,6.0,18758.433824,0.0246,6.0,-23.27,-28.87,-18.05
84,18625.169118,0.0238,31.0,18625.169118,0.0271,31.0,18625.169118,0.0236,31.0,18625.169118,0.0236,31.0,-13.81,0.72,0.57
85,13444.073529,0.0244,5.0,13444.073529,0.0221,5.0,13444.073529,0.0284,5.0,13444.073529,0.0283,5.0,9.48,-16.61,-15.96
86,11813.694853,0.0266,3.0,11813.694853,0.0295,3.0,11813.694853,0.0217,3.0,11813.694853,0.0271,3.0,-10.71,18.41,-1.75
87,16082.257353,0.0235,33.0,16082.257353,0.0305,33.0,16082.257353,0.0233,33.0,16082.257353,0.0263,33.0,-29.69,0.76,-11.84
88,16627.330882,0.0234,30.0,16627.330882,0.0246,30.0,16627.330882,0.0215,30.0,16627.330882,0.0313,30.0,-5.34,7.86,-33.84
89,22874.555147,0.0219,30.0,22874.555147,0.0311,30.0,22874.555147,0.0300,30.0,22874.555147,0.0255,30.0,-42.26,-37.09,-16.88
90,6718.305147,0.0269,32.0,6718.305147,0.0322,32.0,6718.305147,0.0226,32.0,6718.305147,0.0249,32.0,-19.39,16.13,7.53
91,2155.007353,0.0193,31.0,2155.007353,0.0228,31.0,2155.007353,0.0222,31.0,2155.007353,0.0225,31.0,-17.82,-14.96,-16.24
92,5703.194853,0.0191,21.0,5703.194853,0.0254,21.0,5703.194853,0.0230,21.0,5703.194853,0.0361,21.0,-32.78,-20.09,-88.57
93,9208.562500,0.0200,23.0,9208.562500,0.0315,23.0,9208.562500,0.0205,23.0,9208.562500,0.0288,23.0,-57.67,-2.93,-44.51
94,20346.772059,0.0228,41.0,20346.772059,0.0253,41.0,20346.772059,0.0222,41.0,20346.772059,0.0237,41.0,-11.13,2.51,-3.87
95,4647.040441,0.0279,17.0,4647.040441,0.0204,17.0,4647.040441,0.0234,17.0,4647.040441,0.0335,17.0,26.92,16.10,-20.01
96,4351.382353,0.0226,21.0,4351.382353,0.0224,21.0,4351.382353,0.0213,21.0,4351.382353,0.0241,21.0,1.15,6.06,-6.42
97,5962.169118,0.0202,5.0,5962.169118,0.0213,5.0,5962.169118,0.0207,5.0,5962.169118,0.0228,5.0,-5.34,-2.43,-12.81
98,15801.904412,0.0213,28.0,15801.904412,0.0220,28.0,15801.904412,0.0213,28.0,15801.904412,0.0243,28.0,-3.36,0.13,-13.81
99,27924.591912,0.0223,6.0,27924.591912,0.0283,6.0,27924.591912,0.0244,6.0,27924.591912,0.0265,6.0,-26.82,-9.02,-18.60
100,3080.948529,0.0295,47.0,3080.948529,0.0260,47.0,3080.948529,0.0244,47.0,3080.948529,0.0254,47.0,11.83,17.22,13.93
101,3115.433824,0.0250,42.0,3115.433824,0.0250,42.0,3115.433824,0.0230,42.0,3115.433824,0.0279,42.0,0.02,8.25,-11.32
102,6775.000000,0.0273,19.0,6775.000000,0.0229,19.0,6775.000000,0.0208,19.0,6775.000000,0.0239,19.0,16.15,23.66,12.27
103,16470.724265,0.0203,7.0,16470.724265,0.0226,7.0,16470.724265,0.0221,7.0,16470.724265,0.0230,7.0,-11.55,-9.09,-13.40
104,6429.959559,0.0213,18.0,6429.959559,0.0217,18.0,6429.959559,0.0209,18.0,6429.959559,0.0227,18.0,-2.11,1.61,-6.69
105,16692.426471,0.0203,23.0,16692.426471,0.0230,23.0,16692.426471,0.0202,23.0,16692.426471,0.0239,23.0,-13.39,0.43,-17.99
106,5008.930147,0.0217,29.0,5008.930147,0.0218,29.0,5008.930147,0.0207,29.0,5008.930147,0.0253,29.0,-0.71,4.74,-16.56
107,15681.371324,0.0277,26.0,15681.371324,0.0241,26.0,15681.371324,0.0214,26.0,15681.371324,0.0233,26.0,12.80,22.72,15.57
108,26548.860294,0.0307,6.0,26548.860294,0.0278,6.0,26548.860294,0.0241,6.0,26548.860294,0.0252,6.0,9.54,21.47,17.95
109,12898.000000,0.0207,20.0,12898.000000,0.0239,20.0,12898.000000,0.0235,20.0,12898.000000,0.0228,20.0,-15.36,-13.40,-10.05
110,3595.139706,0.0192,30.0,3595.139706,0.0307,30.0,3595.139706,0.0239,30.0,3595.139706,0.0261,30.0,-59.83,-24.53,-36.03
111,9254.672794,0.0243,5.0,9254.672794,0.0221,5.0,9254.672794,0.0210,5.0,9254.672794,0.0228,5.0,9.17,13.52,6.10
112,8274.617647,0.0222,31.0,8274.617647,0.0226,31.0,8274.617647,0.0219,31.0,8274.617647,0.0234,31.0,-1.87,1.24,-5.51
113,24179.286765,0.0284,2.0,24179.286765,0.0253,2.0,24179.286765,0.0224,2.0,24179.286765,0.0280,2.0,10.78,21.19,1.32
114,11624.533088,0.0210,28.0,11624.533088,0.0309,28.0,11624.533088,0.0247,28.0,11624.533088,0.0275,28.0,-47.48,-17.92,-31.22
115,10256.625000,0.0235,29.0,10256.625000,0.0301,29.0,10256.625000,0.0217,29.0,10256.625000,0.0248,29.0,-28.05,7.39,-5.49
116,7223.750000,0.0208,19.0,7223.750000,0.0232,19.0,7223.750000,0.0215,19.0,7223.750000,0.0323,19.0,-11.36,-3.26,-55.39
117,2716.448529,0.0248,37.0,2716.448529,0.0203,37.0,2716.448529,0.0241,37.0,2716.448529,0.0256,37.0,18.20,2.68,-3.42
118,16254.040441,0.0228,28.0,16254.040441,0.0212,28.0,16254.040441,0.0220,28.0,16254.040441,0.0268,28.0,6.97,3.53,-17.59
119,2929.250000,0.0197,28.0,2929.250000,0.0235,28.0,2929.250000,0.0226,28.0,2929.250000,0.0229,28.0,-19.23,-15.08,-16.53
120,2756.996324,0.0209,45.0,2756.996324,0.0210,45.0,2756.996324,0.0207,45.0,2756.996324,0.0332,45.0,-0.48,0.76,-59.07
121,18938.257353,0.0213,30.0,18938.257353,0.0229,30.0,18938.257353,0.0239,30.0,18938.257353,0.0242,30.0,-7.37,-11.93,-13.32
122,11197.205882,0.0293,6.0,11197.205882,0.0202,6.0,11197.205882,0.0398,6.0,11197.205882,0.0236,6.0,30.98,-35.74,19.40
123,19619.540441,0.0221,29.0,19619.540441,0.0263,29.0,19619.540441,0.0236,29.0,19619.540441,0.0240,29.0,-19.11,-6.67,-8.60
124,18261.676471,0.0209,23.0,18261.676471,0.0212,23.0,18261.676471,0.0211,23.0,18261.676471,0.0219,23.0,-1.62,-0.92,-5.21
125,27547.007353,0.0199,6.0,27547.007353,0.0215,6.0,27547.007353,0.0248,6.0,27547.007353,0.0254,6.0,-8.05,-24.57,-27.87
126,6981.988971,0.0222,41.0,6981.988971,0.0255,41.0,6981.988971,0.0237,41.0,6981.988971,0.0384,41.0,-14.76,-6.65,-72.82
127,1517.341912,0.0201,50.0,1517.341912,0.0288,50.0,1517.341912,0.0221,50.0,1517.341912,0.0230,50.0,-43.30,-9.70,-14.35
128,12948.948529,0.0208,44.0,12948.948529,0.0311,44.0,12948.948529,0.0218,44.0,12948.948529,0.0229,44.0,-49.86,-5.00,-10.15
129,9681.253676,0.0220,28.0,9681.253676,0.0304,28.0,9681.253676,0.0205,28.0,9681.253676,0.0242,28.0,-38.22,6.64,-10.14
130,29137.077206,0.0201,18.0,29137.077206,0.0314,18.0,29137.077206,0.0260,18.0,29137.077206,0.0251,18.0,-56.04,-29.16,-24.51
131,11231.044118,0.0185,30.0,11231.044118,0.0225,30.0,11231.044118,0.0214,30.0,11231.044118,0.0230,30.0,-21.75,-15.96,-24.65
132,26832.566176,0.0209,42.0,26832.566176,0.0207,42.0,26832.566176,0.0221,42.0,26832.566176,0.0235,42.0,0.93,-6.15,-12.71
133,5186.161765,0.0210,18.0,5186.161765,0.0192,18.0,5186.161765,0.0223,18.0,5186.161765,0.0215,18.0,8.59,-5.87,-2.19
134,24594.886029,0.0196,21.0,24594.886029,0.0300,21.0,24594.886029,0.0299,21.0,24594.886029,0.0225,21.0,-53.19,-52.82,-14.84
135,17252.558824,0.0198,33.0,17252.558824,0.0215,33.0,17252.558824,0.0238,33.0,17252.558824,0.0224,33.0,-9.02,-20.54,-13.38
136,24498.183824,0.0187,7.0,24498.183824,0.0223,7.0,24498.183824,0.0197,7.0,24498.183824,0.0228,7.0,-18.88,-5.43,-21.63
137,23024.422794,0.0189,29.0,23024.422794,0.0242,29.0,23024.422794,0.0238,29.0,23024.422794,0.0332,29.0,-28.54,-26.07,-76.17
138,23517.797794,0.0242,3.0,23517.797794,0.0224,3.0,23517.797794,0.0210,3.0,23517.797794,0.0235,3.0,7.39,13.12,2.68
139,26826.948529,0.0217,32.0,26826.948529,0.0219,32.0,26826.948529,0.0207,32.0,26826.948529,0.0238,32.0,-1.00,4.88,-9.59
140,38235.408088,0.0206,28.0,38235.408088,0.0251,28.0,38235.408088,0.0331,28.0,38235.408088,0.0247,28.0,-22.06,-60.87,-20.05
141,31576.224265,0.0231,33.0,31576.224265,0.0264,33.0,31576.224265,0.0235,33.0,31576.224265,0.0329,33.0,-14.21,-1.59,-42.38
142,24488.606618,0.0294,39.0,24488.606618,0.0287,39.0,24488.606618,0.0222,39.0,24488.606618,0.0235,39.0,2.61,24.58,20.08
143,11354.522059,0.0217,32.0,11354.522059,0.0284,32.0,11354.522059,0.0217,32.0,11354.522059,0.0259,32.0,-30.59,0.29,-19.22
144,20646.882353,0.0240,33.0,20646.882353,0.0228,33.0,20646.882353,0.0221,33.0,20646.882353,0.0260,33.0,4.92,7.59,-8.56
145,33057.062500,0.0207,6.0,33057.062500,0.0231,6.0,33057.062500,0.0233,6.0,33057.062500,0.0221,6.0,-11.92,-12.86,-7.17
146,15558.154412,0.0218,40.0,15558.154412,0.0226,40.0,15558.154412,0.0279,40.0,15558.154412,0.0230,40.0,-3.95,-28.23,-5.75
147,8376.091912,0.0195,31.0,8376.091912,0.0259,31.0,8376.091912,0.0207,31.0,8376.091912,0.0227,31.0,-33.17,-6.32,-16.59
148,9718.397059,0.0211,17.0,9718.397059,0.0213,17.0,9718.397059,0.0242,17.0,9718.397059,0.0206,17.0,-0.85,-14.60,2.41
149,5876.268382,0.0210,31.0,5876.268382,0.0209,31.0,5876.268382,0.0227,31.0,5876.268382,0.0221,31.0,0.34,-8.22,-5.20
150,19881.301471,0.0200,2.0,19881.301471,0.0221,2.0,19881.301471,0.0240,2.0,19881.301471,0.0322,2.0,-10.50,-20.07,-60.80
151,4942.257353,0.0223,25.0,4942.257353,0.0210,25.0,4942.257353,0.0237,25.0,4942.257353,0.0235,25.0,6.16,-5.91,-5.05
152,31864.290441,0.0191,6.0,31864.290441,0.0250,6.0,31864.290441,0.0207,6.0,31864.290441,0.0224,6.0,-30.58,-7.98,-17.02
153,20209.382353,0.0190,4.0,20209.382353,0.0198,4.0,20209.382353,0.0236,4.0,20209.382353,0.0278,4.0,-4.67,-24.27,-46.41
154,36430.746324,0.0194,6.0,36430.746324,0.0226,6.0,36430.746324,0.0333,6.0,36430.746324,0.0295,6.0,-16.18,-71.61,-51.75
155,1471.044118,0.0224,8.0,1471.044118,0.0253,8.0,1471.044118,0.0200,8.0,1471.044118,0.0243,8.0,-12.90,10.73,-8.47
156,26390.378676,0.0193,2.0,26390.378676,0.0283,2.0,26390.378676,0.0250,2.0,26390.378676,0.0335,2.0,-46.42,-29.43,-73.42
157,2613.738971,0.0198,27.0,2613.738971,0.0215,27.0,2613.738971,0.0215,27.0,2613.738971,0.0310,27.0,-8.72,-8.40,-56.56
158,35849.301471,0.0220,6.0,35849.301471,0.0274,6.0,35849.301471,0.0232,6.0,35849.301471,0.0229,6.0,-24.82,-5.51,-4.22
159,72704.540441,0.0286,7.0,72704.540441,0.0231,7.0,72704.540441,0.0202,7.0,72704.540441,0.0313,7.0,19.11,29.54,-9.31
160,4014.805147,0.0220,30.0,4014.805147,0.0229,30.0,4014.805147,0.0230,30.0,4014.805147,0.0258,30.0,-4.02,-4.74,-17.32
161,8027.205882,0.0224,7.0,8027.205882,0.0201,7.0,8027.205882,0.0346,7.0,8027.205882,0.0237,7.0,10.40,-54.69,-5.76
162,23018.073529,0.0212,2.0,23018.073529,0.0300,2.0,23018.073529,0.0238,2.0,23018.073529,0.0318,2.0,-41.51,-12.06,-49.64
163,5834.845588,0.0189,19.0,5834.845588,0.0294,19.0,5834.845588,0.0212,19.0,5834.845588,0.0265,19.0,-55.71,-12.58,-40.68
164,21751.882353,0.0205,2.0,21751.882353,0.0252,2.0,21751.882353,0.0253,2.0,21751.882353,0.0274,2.0,-22.79,-23.25,-33.23
165,6239.128676,0.0217,28.0,6239.128676,0.0238,28.0,6239.128676,0.0212,28.0,6239.128676,0.0264,28.0,-10.16,2.10,-21.75
166,14266.113971,0.0206,2.0,14266.113971,0.0270,2.0,14266.113971,0.0217,2.0,14266.113971,0.0338,2.0,-31.32,-5.18,-64.07
167,6836.316176,0.0219,36.0,6836.316176,0.0224,36.0,6836.316176,0.0231,36.0,6836.316176,0.0274,36.0,-2.31,-5.42,-25.27
168,24834.944853,0.0220,32.0,24834.944853,0.0221,32.0,24834.944853,0.0208,32.0,24834.944853,0.0259,32.0,-0.14,5.39,-17.69
169,10476.272059,0.0224,6.0,10476.272059,0.0242,6.0,10476.272059,0.0241,6.0,10476.272059,0.0253,6.0,-8.05,-7.64,-13.14
170,66483.272059,0.0207,18.0,66483.272059,0.0209,18.0,66483.272059,0.0234,18.0,66483.272059,0.0268,18.0,-1.00,-12.92,-29.56
171,5266.106618,0.0209,38.0,5266.106618,0.0260,38.0,5266.106618,0.0255,38.0,5266.106618,0.0240,38.0,-24.26,-21.75,-14.63
172,37437.477941,0.0189,17.0,37437.477941,0.0225,17.0,37437.477941,0.0218,17.0,37437.477941,0.0293,17.0,-19.04,-15.12,-54.82
173,15905.665441,0.0205,35.0,15905.665441,0.0269,35.0,15905.665441,0.0210,35.0,15905.665441,0.0331,35.0,-31.37,-2.31,-61.54
174,50499.783088,0.0234,36.0,50499.783088,0.0212,36.0,50499.783088,0.0282,36.0,50499.783088,0.0301,36.0,9.28,-20.32,-28.63
175,38864.062500,0.0205,16.0,38864.062500,0.0214,16.0,38864.062500,0.0241,16.0,38864.062500,0.0272,16.0,-4.32,-17.69,-32.62
176,40515.250000,0.0209,36.0,40515.250000,0.0227,36.0,40515.250000,0.0242,36.0,40515.250000,0.0347,36.0,-8.91,-15.95,-66.29
177,5468.691176,0.0244,27.0,5468.691176,0.0221,27.0,5468.691176,0.0252,27.0,5468.691176,0.0237,27.0,9.34,-3.36,2.75
178,26956.966912,0.0224,2.0,26956.966912,0.0223,2.0,26956.966912,0.0225,2.0,26956.966912,0.0311,2.0,0.69,-0.06,-38.38
179,27019.125000,0.0231,2.0,27019.125000,0.0217,2.0,27019.125000,0.0229,2.0,27019.125000,0.0264,2.0,5.87,0.71,-14.60
